fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,fourth_down_attempts_game,num_of_,num_of_CENTER,num_of_DEEP LEFT,num_of_DEEP RIGHT,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT TACKLE,num_of_PASS,num_of_PUNT,num_of_RIGHT END,num_of_RIGHT TACKLE,num_of_RUSH,num_of_SACK,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_UNDER CENTER,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalties_game,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_defensive_penalty_yards_game,num_of_fumbles_q1,field,num_of_fumbles_q3,num_of_fumbles_q4,num_of_fumbles_game,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_caught_game,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_interceptions_caught_game,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalties_game,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_offensive_penalty_hards_game,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_attempted_game,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_passes_completed_game,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_sacks_game,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,num_of_times_sacked_game,num_of_first_downs_q1,num_of_first_downs_q2,num_of_first_downs_q3,num_of_first_downs_q4,num_of_first_downs_game,num_of_successful_fourth_downs_q1,num_of_successful_fourth_downs_q2,num_of_successful_fourth_downs_q3,num_of_successful_fourth_downs_q4,num_of_successful_fourth_downs_game,num_of_successful_third_downs_q1,num_of_successful_third_downs_q2,num_of_successful_third_downs_q3,num_of_successful_third_downs_q4,num_of_successful_third_downs_game,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,third_down_attempts_game,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_allowed_game,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4,yards_moved_game
1,2,0,3,6,64,10,2,1,6,,1,21,3,1,8,27,3,3,5,10,8,34,2,0,0,0,2,20,0,0,0,20,1,0,0,1,2,0,0,1,1,2,0,0,0,0,0,0,2,0,0,2,0,15,0,0,15,4,5,5,7,21,4,5,4,2,15,0,0,0,1,1,1,2,0,0,3,8,10,7,11,36,0,0,0,0,0,1,2,2,1,6,17,2,4,2,4,12,97,64,152,152,465,85,71,45,44,245
3,2,2,3,10,42,7,2,1,5,1,3,51,4,,7,20,5,16,10,20,36,29,1,4,0,2,7,15,32,0,30,77,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,1,1,2,2,6,10,3,10,15,38,9,7,15,20,51,5,6,9,13,33,0,2,0,1,3,2,2,1,0,5,6,4,9,12,31,0,0,1,1,2,1,1,3,2,7,28,4,3,5,6,18,37,63,42,55,197,72,52,128,131,383
1,3,2,1,7,61,8,,1,5,3,4,29,5,5,2,25,3,9,5,14,27,53,0,0,1,2,3,0,0,5,4,9,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,1,2,3,0,0,5,5,10,5,11,5,8,29,5,8,3,5,21,2,2,1,0,5,0,2,0,1,3,4,18,3,12,37,0,2,0,0,2,0,2,0,2,4,22,1,7,3,4,15,72,52,128,131,383,37,63,42,55,197
1,2,2,3,8,34,6,2,2,2,1,3,34,4,2,1,20,5,7,5,17,28,18,0,2,2,1,5,0,17,15,5,37,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,0,5,5,6,9,7,12,34,3,5,5,8,21,1,0,1,0,2,0,1,3,1,5,8,3,3,6,20,1,0,0,1,2,0,1,0,1,2,7,1,4,3,5,13,99,165,105,102,471,82,58,24,102,266
0,1,1,0,2,66,18,2,2,8,5,,29,1,1,1,33,2,9,4,11,38,50,1,2,1,0,4,5,6,15,0,26,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,10,10,0,0,20,6,11,7,5,29,6,8,5,4,23,0,1,3,1,5,1,0,1,0,2,12,18,10,13,53,0,0,0,0,0,3,3,0,1,7,45,3,5,1,1,10,82,58,24,102,266,99,165,105,102,471
2,2,1,2,7,51,3,2,1,5,1,3,38,5,1,,25,1,19,5,11,51,21,1,0,2,0,3,5,0,15,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,2,7,5,7,21,9,42,11,12,5,10,38,8,10,4,8,30,0,1,0,1,2,0,0,0,1,1,6,5,8,7,26,0,0,0,0,0,2,2,1,3,8,24,4,5,2,7,18,78,116,151,48,393,88,92,169,76,425
2,2,3,1,8,51,1,,5,5,1,5,39,4,1,1,18,2,10,4,19,39,36,1,0,1,2,4,5,0,10,8,23,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,2,0,4,0,10,15,0,25,9,8,14,8,39,5,5,9,5,24,0,0,0,1,1,0,1,0,1,2,11,11,10,8,40,1,0,0,0,1,1,2,3,1,7,17,3,4,5,2,14,88,92,169,76,425,78,116,151,48,393
2,4,3,1,10,45,3,4,2,3,1,4,44,8,4,1,19,4,15,7,15,67,5,0,0,0,2,2,0,0,0,15,15,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,5,0,0,0,5,8,7,5,24,44,6,4,3,14,27,1,2,1,1,5,1,0,3,0,4,7,2,5,10,24,0,0,0,0,0,0,0,1,1,2,16,4,3,4,5,16,11,157,71,128,367,93,40,36,151,320
2,3,4,3,12,66,4,3,2,6,3,3,40,9,,,19,5,8,7,19,50,36,0,0,0,4,4,0,0,0,52,52,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1,2,5,8,0,10,15,20,45,4,18,10,8,40,1,10,6,4,21,1,0,3,0,4,1,2,1,1,5,4,15,5,16,40,0,0,0,0,0,0,2,0,1,3,16,2,6,3,6,17,93,40,36,151,320,11,157,71,128,367
0,0,0,0,0,15,,,,,,,,,,,,,,,,,11,34,40,30,38,142,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,6,1,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,6,1,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,190,106,170,599,0,0,0,0,0
3,8,5,3,19,79,17,8,5,6,7,3,75,10,8,2,44,2,24,9,27,90,47,2,6,1,6,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,34,40,30,38,142,0,0,0,0,0,17,23,11,24,75,11,11,6,14,42,0,0,0,0,0,0,0,2,0,2,12,10,7,14,43,1,0,0,2,3,3,1,2,4,10,20,7,8,7,8,30,0,0,0,0,0,133,190,106,170,599
0,0,0,0,0,23,,,,,,,,,,,,,,,,,18,35,43,29,43,150,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,7,2,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,2,7,2,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,138,144,193,718,0,0,0,0,0
4,6,5,2,17,113,6,4,6,13,7,8,74,9,9,8,64,4,18,24,19,109,61,2,7,2,6,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,35,43,29,43,150,0,0,0,0,0,13,18,14,20,65,8,10,10,14,42,0,0,0,0,0,1,0,0,3,4,13,13,11,21,58,0,0,3,1,4,4,2,0,3,9,71,7,8,5,7,27,0,0,0,0,0,243,138,144,193,718
0,0,0,0,0,11,,,,,,,,,,,,,,,,,7,33,42,38,48,161,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,4,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,2,4,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,221,306,260,1014,0,0,0,0,0
1,2,4,3,10,89,9,5,9,14,8,5,83,5,2,7,43,3,30,14,23,85,58,2,4,1,4,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,2,33,42,38,48,161,0,0,0,0,0,19,16,15,33,83,13,11,11,22,57,0,0,0,0,0,0,1,0,2,3,18,21,19,21,79,0,1,0,1,2,4,1,1,6,12,75,5,4,5,10,24,0,0,0,0,0,227,221,306,260,1014
3,2,2,1,8,28,7,7,3,3,1,2,42,4,,2,14,2,14,6,10,33,18,1,1,0,0,2,8,5,0,0,13,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,3,3,0,0,0,25,25,9,6,5,22,42,3,2,1,15,21,1,2,1,0,4,0,1,0,1,2,2,2,1,14,19,0,0,0,0,0,1,0,0,4,5,16,5,2,2,5,14,67,173,134,60,434,81,28,13,197,319
1,1,3,2,7,78,10,5,,7,3,7,30,3,6,11,41,4,8,6,10,39,57,1,1,0,1,3,5,10,0,0,15,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,3,5,10,7,0,22,5,13,10,2,30,3,10,6,1,20,0,1,0,1,2,1,2,1,0,4,9,17,9,11,46,0,0,0,0,0,1,3,2,2,8,30,3,5,5,4,17,81,28,13,197,319,67,173,134,60,434
0,0,0,0,0,14,,,,,,,,,,,,,,,,,10,31,37,36,35,139,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,2,5,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,8,0,0,0,0,0,2,5,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,200,191,169,872,0,0,0,0,0
0,3,5,4,12,89,1,6,7,13,3,4,66,6,9,13,45,8,13,12,23,68,73,2,5,2,5,14,0,0,0,0,0,0,2,1,3,6,0,0,0,0,0,1,1,1,0,3,31,37,36,35,139,0,0,0,0,0,17,19,18,12,66,14,13,13,7,47,0,0,0,0,0,1,2,4,1,8,19,14,11,13,57,0,0,0,0,0,3,1,2,3,9,57,4,5,8,7,24,0,0,0,0,0,312,200,191,169,872
1,2,1,2,6,43,12,2,4,5,3,,51,4,1,1,25,2,16,10,18,72,16,1,2,3,2,8,0,21,17,10,48,0,0,1,1,2,1,0,0,0,1,1,0,0,1,2,0,2,1,2,5,0,25,10,20,55,17,11,10,13,51,11,4,7,9,31,0,1,0,2,3,0,0,0,2,2,10,9,8,8,35,0,0,0,0,0,3,1,0,1,5,20,5,4,1,3,13,101,106,80,28,315,93,87,104,98,382
1,3,2,2,8,54,6,,2,4,2,,35,5,4,,18,3,9,2,21,30,29,0,2,0,3,5,0,13,0,35,48,0,0,0,1,1,1,0,0,1,2,1,0,0,0,1,0,3,0,2,5,0,20,0,20,40,5,13,6,11,35,4,9,5,6,24,0,0,0,2,2,0,1,0,2,3,9,12,5,9,35,0,1,0,0,1,1,1,0,2,4,17,2,4,2,5,13,93,87,104,98,382,101,106,80,28,315
1,3,2,1,7,47,,7,4,6,1,5,45,3,2,4,27,2,14,4,15,41,42,0,1,1,1,3,0,4,10,5,19,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,7,15,15,20,5,55,4,8,13,20,45,2,3,8,14,27,0,0,0,2,2,0,0,0,2,2,6,1,8,18,33,0,0,0,0,0,1,0,1,1,3,25,2,3,3,3,11,110,100,81,77,368,79,40,164,135,418
2,2,0,4,8,58,,3,3,6,2,4,32,5,3,2,20,2,11,8,7,24,41,0,0,2,2,4,0,0,5,41,46,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,10,0,0,20,30,8,13,3,8,32,5,10,3,5,23,0,0,0,2,2,0,0,0,2,2,6,13,8,13,40,0,0,0,0,0,2,3,0,0,5,27,5,5,0,4,14,79,40,164,135,418,110,100,81,77,368
1,1,2,1,5,39,5,4,1,4,2,4,27,3,4,3,22,4,7,3,12,29,32,1,0,0,0,1,15,0,0,0,15,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,2,0,1,0,3,15,0,5,0,20,6,7,4,10,27,3,6,4,7,20,0,2,1,2,5,1,1,0,2,4,3,10,1,8,22,0,0,0,0,0,2,1,1,3,7,17,4,2,3,5,14,103,72,108,102,385,53,113,27,89,282
1,4,1,3,9,52,4,2,5,3,3,3,41,1,1,1,23,5,12,1,20,53,28,1,0,0,1,2,5,0,0,15,20,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,0,1,1,1,3,0,5,4,0,9,8,12,7,14,41,5,9,6,7,27,1,1,0,2,4,0,2,1,2,5,6,11,10,12,39,0,1,0,1,2,1,0,1,2,4,10,3,5,2,5,15,53,113,27,89,282,103,72,108,102,385
0,0,0,0,0,15,,,,,,,,,,,,,,,,,11,32,41,40,39,152,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,4,2,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,0,0,0,0,3,4,2,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,158,191,219,740,0,0,0,0,0
2,6,6,5,19,86,5,6,9,10,1,9,86,11,10,8,45,4,31,5,33,63,83,3,4,2,6,15,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,2,0,0,2,32,41,40,39,152,0,0,0,0,0,15,21,19,31,86,9,12,11,20,52,0,0,0,0,0,1,0,2,1,4,13,9,11,13,46,0,1,0,0,1,3,2,1,2,8,36,6,8,7,8,29,0,0,0,0,0,172,158,191,219,740
0,0,0,0,0,13,,,,,,,,,,,,,,,,,9,32,33,32,47,144,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,4,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,0,0,0,0,0,3,4,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,174,117,156,571,0,0,0,0,0
4,2,5,6,17,79,15,6,3,8,1,6,82,10,3,5,40,5,29,19,25,75,53,3,4,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,32,33,32,47,144,0,0,0,0,0,12,21,15,34,82,9,16,9,21,55,0,0,0,0,0,1,1,1,2,5,11,13,10,14,48,1,0,0,1,2,1,4,1,4,10,38,5,7,5,11,28,0,0,0,0,0,124,174,117,156,571
3,1,0,1,5,44,1,1,1,7,7,2,27,,3,1,23,,5,11,7,29,29,1,1,1,1,4,5,5,5,15,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,3,10,0,15,0,25,9,9,7,2,27,5,5,5,2,17,0,1,1,2,4,0,0,0,0,0,5,5,8,13,31,1,0,0,0,1,1,1,2,0,4,39,5,3,2,2,12,109,101,78,108,396,101,112,129,140,482
1,1,2,2,6,80,1,2,1,6,3,6,30,2,1,3,27,4,11,9,6,38,58,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,1,1,2,2,0,1,5,10,5,0,10,25,7,8,8,7,30,6,7,5,4,22,0,0,0,0,0,0,1,1,2,4,12,19,11,13,55,0,0,0,1,1,3,4,1,1,9,22,5,5,4,3,17,101,112,129,140,482,109,101,78,108,396
1,2,4,2,9,55,,2,3,8,5,3,42,3,3,3,26,1,16,5,15,40,50,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,1,0,0,1,1,1,0,0,2,5,5,0,0,10,10,13,8,11,42,6,8,3,6,23,0,1,0,2,3,0,0,1,0,1,9,9,6,8,32,0,0,2,0,2,3,1,0,1,5,30,5,3,4,5,17,84,116,166,129,495,110,88,64,95,357
1,1,0,2,4,44,2,3,3,5,3,1,42,3,1,1,15,3,17,10,9,44,33,0,4,1,3,8,0,44,5,25,74,0,1,1,0,2,0,1,0,0,1,0,1,0,1,2,1,0,1,1,3,10,0,5,10,25,9,9,13,11,42,5,6,10,9,30,0,0,1,0,1,0,1,0,2,3,8,9,11,12,40,0,0,0,0,0,2,2,3,1,8,33,3,4,3,3,13,110,88,64,95,357,84,116,166,129,495
2,2,1,2,7,36,,3,1,4,4,3,30,4,3,5,18,3,8,8,10,24,26,0,1,1,1,3,0,5,5,0,10,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,5,0,0,0,5,8,7,5,10,30,5,6,5,6,22,0,0,0,0,0,1,0,1,1,3,4,7,3,5,19,0,1,0,0,1,1,1,1,0,3,13,3,4,2,2,11,70,120,75,81,346,36,85,52,50,223
2,2,1,2,7,82,,3,,5,8,9,25,4,6,8,44,,3,4,13,25,53,1,1,1,1,4,13,8,15,15,51,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,1,1,0,2,4,5,10,0,10,25,8,9,5,3,25,5,5,2,1,13,1,0,1,1,3,0,0,0,0,0,8,11,8,16,43,0,0,0,0,0,2,3,3,3,11,19,4,6,4,5,19,36,85,52,50,223,70,120,75,81,346
1,2,1,1,5,35,10,3,3,4,2,2,35,3,1,3,19,3,11,6,10,38,8,1,0,2,2,5,5,0,25,4,34,1,0,0,1,2,0,0,0,0,0,0,0,1,1,2,2,0,0,0,2,25,0,0,0,25,5,4,11,15,35,4,1,9,11,25,0,0,0,1,1,1,1,1,0,3,6,1,9,11,27,0,0,1,1,2,2,0,0,2,4,21,3,2,2,3,10,78,79,99,81,337,92,10,70,166,338
2,4,1,1,8,66,24,,1,5,3,2,38,3,2,1,32,1,19,2,14,38,56,1,2,1,1,5,15,15,5,11,46,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,1,2,10,0,0,4,14,10,11,9,8,38,5,5,6,6,22,1,1,1,0,3,0,0,0,1,1,6,15,11,15,47,0,1,1,0,2,0,2,1,3,6,30,4,5,2,5,16,92,10,70,166,338,78,79,99,81,337
0,5,1,3,9,59,21,4,2,7,4,1,35,3,,2,37,1,11,5,13,37,49,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,1,2,1,4,0,5,20,5,30,7,15,8,5,35,4,4,5,5,18,1,1,0,1,3,1,0,0,0,1,7,8,8,7,30,0,0,0,0,0,2,2,3,2,9,27,4,6,5,4,19,98,120,58,148,424,81,106,151,65,403
2,2,3,1,8,53,5,2,5,5,1,6,36,6,2,2,19,3,7,8,14,34,39,1,1,0,1,3,5,15,0,6,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,3,3,0,0,0,14,14,7,8,5,16,36,5,4,2,10,21,1,0,0,0,1,1,1,0,1,3,10,9,6,17,42,1,0,0,0,1,1,1,0,3,5,30,3,3,2,4,12,81,106,151,65,403,98,120,58,148,424
0,2,1,1,4,47,2,,,7,4,4,53,1,1,4,23,2,22,11,19,52,34,1,3,0,0,4,2,9,0,0,11,0,1,0,0,1,0,0,0,1,1,2,0,0,0,2,2,0,0,3,5,15,0,0,20,35,15,15,11,12,53,14,11,8,9,42,1,1,0,1,3,0,0,1,1,2,12,11,9,12,44,0,0,0,0,0,2,1,1,2,6,40,2,3,2,6,13,7,113,109,91,320,203,152,118,131,604
2,2,1,1,6,53,2,3,2,6,1,4,36,4,1,2,15,3,14,5,12,42,38,1,0,1,1,3,11,0,15,15,41,0,1,0,0,1,2,0,0,0,2,0,0,0,1,1,0,1,1,1,3,0,5,5,0,10,7,11,6,12,36,4,7,5,7,23,0,0,1,1,2,1,1,0,1,3,5,15,7,14,41,0,0,0,0,0,0,1,0,3,4,31,2,4,1,4,11,203,152,118,131,604,7,113,109,91,320
1,0,2,3,6,56,6,1,,7,10,1,37,4,9,2,32,3,12,9,15,31,51,0,1,1,3,5,0,12,41,62,115,0,2,0,0,2,0,0,0,1,1,1,1,0,0,2,1,1,1,2,5,5,5,6,20,36,6,6,11,10,33,5,6,6,7,24,0,1,0,1,2,0,1,0,2,3,4,9,7,8,28,0,0,1,1,2,1,3,3,2,9,28,2,4,6,5,17,117,115,34,77,343,69,132,93,85,379
3,2,1,1,7,57,3,8,3,5,1,1,56,4,6,3,20,2,15,11,15,56,43,0,2,2,0,4,0,5,20,0,25,0,1,0,0,1,1,1,0,0,2,0,0,0,1,1,0,2,0,4,6,0,20,0,30,50,16,12,6,17,51,9,9,3,7,28,0,1,0,2,3,0,1,0,1,2,14,11,7,12,44,2,0,0,0,2,1,2,1,3,7,37,4,4,2,6,16,69,132,93,85,379,117,115,34,77,343
0,2,2,0,4,55,13,5,3,10,3,,43,1,2,1,27,1,14,5,16,41,53,0,1,2,0,3,0,46,19,0,65,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,2,1,4,10,0,15,5,30,8,21,6,8,43,6,12,4,7,29,1,1,0,0,2,0,0,1,0,1,11,15,6,14,46,0,1,0,0,1,1,3,1,2,7,54,2,6,3,3,14,41,65,111,78,295,156,145,90,164,555
2,1,0,2,5,39,5,4,4,3,4,,45,2,1,3,17,2,16,7,13,42,22,2,1,0,1,4,10,4,0,0,14,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,1,1,0,2,0,5,10,0,15,7,9,14,15,45,4,6,9,9,28,0,0,1,0,1,1,1,0,0,2,6,12,9,7,34,0,0,0,0,0,2,2,2,1,7,19,4,3,4,3,14,156,145,90,164,555,41,65,111,78,295
0,0,0,0,0,15,,,,,,,,,,,,,,,,,11,33,38,40,43,154,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,2,5,1,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,5,1,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,231,206,315,887,0,0,0,0,0
2,2,4,2,10,85,16,5,3,11,2,5,81,6,5,7,46,2,23,19,26,71,58,2,5,1,7,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,3,33,38,40,43,154,0,0,0,0,0,18,23,18,22,81,14,19,11,17,61,0,0,0,0,0,1,0,1,0,2,12,16,15,24,67,0,0,0,0,0,5,2,3,4,14,58,7,5,7,7,26,0,0,0,0,0,135,231,206,315,887
2,1,1,2,6,33,3,1,3,5,2,1,37,3,4,1,13,3,12,5,15,35,29,0,1,0,0,1,0,19,0,0,19,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1,2,2,5,0,0,7,10,17,9,14,6,8,37,7,12,5,4,28,0,0,1,3,4,2,1,0,0,3,7,10,6,3,26,1,0,0,0,1,2,2,1,1,6,24,4,3,2,4,13,85,63,150,141,439,64,119,72,55,310
0,2,2,2,6,55,8,1,2,3,2,7,37,,1,,23,4,3,11,16,49,25,1,0,0,1,2,10,0,0,25,35,0,0,4,0,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,10,5,15,4,6,7,20,37,4,2,5,15,26,2,1,0,0,3,0,0,1,3,4,9,6,9,20,44,0,0,0,1,1,2,1,1,1,5,16,2,4,2,4,12,64,119,72,55,310,85,63,150,141,439
2,3,2,2,9,51,5,,1,6,2,3,38,5,4,5,28,2,8,5,23,20,35,0,1,1,1,3,0,10,10,10,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,5,5,25,0,0,30,7,13,10,8,38,6,8,8,4,26,0,1,2,3,6,0,1,1,0,2,6,7,7,9,29,0,0,0,0,0,1,1,3,3,8,29,4,4,5,5,18,49,85,22,51,207,69,110,69,78,326
3,2,2,5,12,45,2,3,7,3,2,2,41,7,3,4,16,6,8,12,10,31,25,1,1,0,1,3,3,5,0,5,13,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,1,4,1,13,0,10,24,7,13,6,15,41,5,8,4,4,21,0,1,1,0,2,0,1,2,3,6,6,9,3,7,25,1,0,0,1,2,1,1,0,0,2,3,4,4,3,4,15,69,110,69,78,326,49,85,22,51,207
4,2,0,2,8,46,3,2,4,8,4,3,37,4,3,3,24,1,9,6,13,32,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,5,5,13,10,12,2,37,5,8,10,1,24,1,2,2,0,5,0,0,1,0,1,4,7,13,7,31,1,0,0,0,1,1,0,3,0,4,41,5,2,3,3,13,57,126,119,141,443,63,136,234,87,520
2,2,2,7,13,58,1,1,6,4,7,1,43,6,3,,18,5,10,7,10,67,18,0,1,1,0,2,0,16,0,0,16,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3,4,0,10,0,20,30,7,8,8,20,43,3,5,5,8,21,0,0,1,0,1,1,2,2,0,5,7,15,9,9,40,0,0,0,1,1,2,2,1,0,5,17,4,5,3,5,17,63,136,234,87,520,57,126,119,141,443
1,3,1,1,6,51,1,2,2,4,,11,33,3,1,4,34,1,15,3,10,31,48,1,0,0,1,2,5,0,0,15,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,2,7,15,10,5,10,40,7,14,7,5,33,6,7,5,3,21,0,0,0,2,2,0,1,0,0,1,10,5,9,7,31,0,0,1,0,1,2,4,1,4,11,17,3,7,2,4,16,55,21,87,61,224,139,89,83,108,419
1,2,0,2,5,52,2,2,1,3,,3,34,4,,,14,2,17,,13,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,3,0,15,0,0,15,4,7,10,13,34,4,4,8,8,24,0,1,0,0,1,0,0,0,2,2,8,7,12,18,45,0,0,0,1,1,0,0,2,4,6,14,1,3,2,5,11,139,89,83,108,419,55,21,87,61,224
2,1,1,2,6,43,10,2,4,7,3,3,50,1,,2,20,3,22,7,13,55,18,2,1,1,1,5,5,0,5,10,20,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2,2,0,4,0,15,15,0,30,9,18,13,10,50,8,13,10,6,37,0,0,0,0,0,1,1,0,1,3,8,16,9,4,37,0,0,0,0,0,0,3,3,1,7,37,2,5,6,3,16,49,147,71,128,395,86,181,89,84,440
2,1,1,1,5,50,7,1,2,7,3,5,31,2,1,,21,,5,12,9,26,46,3,2,1,1,7,15,22,39,0,76,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,4,0,0,5,10,15,9,4,8,10,31,4,2,5,10,21,1,1,0,1,3,0,0,0,0,0,4,11,9,15,39,0,0,1,0,1,2,1,0,2,5,40,4,2,1,3,10,86,181,89,84,440,49,147,71,128,395
0,0,0,0,0,17,,,,,,,,,,,,,,,,,12,31,42,37,41,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,3,6,1,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,131,251,153,654,0,0,0,0,0
