fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,fourth_down_attempts_game,num_of_,num_of_CENTER,num_of_DEEP LEFT,num_of_DEEP RIGHT,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT TACKLE,num_of_PASS,num_of_PUNT,num_of_RIGHT END,num_of_RIGHT TACKLE,num_of_RUSH,num_of_SACK,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_UNDER CENTER,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalties_game,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_defensive_penalty_yards_game,num_of_fumbles_q1,field,num_of_fumbles_q3,num_of_fumbles_q4,num_of_fumbles_game,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_caught_game,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_interceptions_caught_game,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalties_game,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_offensive_penalty_hards_game,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_attempted_game,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_passes_completed_game,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_sacks_game,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,num_of_times_sacked_game,num_of_first_downs_q1,num_of_first_downs_q2,num_of_first_downs_q3,num_of_first_downs_q4,num_of_first_downs_game,num_of_successful_fourth_downs_q1,num_of_successful_fourth_downs_q2,num_of_successful_fourth_downs_q3,num_of_successful_fourth_downs_q4,num_of_successful_fourth_downs_game,num_of_successful_third_downs_q1,num_of_successful_third_downs_q2,num_of_successful_third_downs_q3,num_of_successful_third_downs_q4,num_of_successful_third_downs_game,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,third_down_attempts_game,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_allowed_game,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4,yards_moved_game
1,3,1,2,7,44,5,2,5,8,,5,34,4,,2,18,3,8,9,8,47,24,3,1,1,1,6,35,15,5,2,57,1,1,0,0,2,0,0,0,0,0,0,0,1,1,2,1,3,0,2,6,5,5,0,10,20,13,5,7,9,34,8,4,4,6,22,0,1,0,0,1,1,1,0,1,3,9,3,4,8,24,0,0,0,0,0,2,1,0,0,3,41,5,3,2,3,13,60,87,70,70,287,117,82,67,87,353
0,1,4,2,7,60,4,2,1,6,1,7,31,4,4,7,30,1,12,2,14,28,53,3,1,2,1,7,24,10,5,26,65,1,0,0,1,2,0,0,1,1,2,0,0,0,0,0,0,1,2,0,3,0,0,5,0,5,3,12,9,7,31,3,9,5,1,18,1,1,0,1,3,0,1,0,0,1,7,12,8,9,36,0,0,0,0,0,0,3,1,1,5,24,0,4,4,4,12,117,82,67,87,353,60,87,70,70,287
2,2,1,3,8,44,13,3,3,5,2,,42,4,3,3,25,2,14,10,12,43,29,0,2,0,1,3,0,6,0,5,11,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,2,1,0,4,10,15,5,0,30,13,3,10,16,42,9,3,8,12,32,0,0,0,0,0,0,1,1,0,2,7,1,10,9,27,0,0,0,1,1,2,0,3,2,7,16,4,2,5,6,17,66,135,5,73,279,106,2,91,141,340
2,0,3,2,7,54,6,,4,4,9,2,39,5,4,1,25,1,19,6,8,47,34,0,0,2,2,4,0,0,22,20,42,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,2,0,15,0,0,15,5,14,5,8,32,3,12,1,5,21,0,1,1,0,2,0,0,0,0,0,5,14,2,10,31,0,0,0,0,0,1,3,0,1,5,22,3,4,3,3,13,106,2,91,141,340,66,135,5,73,279
1,4,1,5,11,43,1,4,6,6,6,2,47,3,5,7,26,2,15,7,10,44,23,0,3,2,0,5,0,27,16,0,43,0,1,0,1,2,0,1,0,2,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,10,11,15,47,8,5,9,7,29,1,0,0,0,1,0,2,0,0,2,10,6,9,5,30,0,0,0,1,1,2,0,1,1,4,23,4,3,2,6,15,83,94,79,53,309,154,118,127,76,475
2,4,1,1,8,53,5,2,5,5,,2,39,7,1,4,22,1,12,10,8,16,29,0,0,1,1,2,0,0,5,0,5,0,0,0,0,0,2,0,0,0,2,0,1,0,2,3,0,3,2,0,5,0,20,5,0,25,8,17,8,6,39,6,9,5,4,24,0,2,0,0,2,1,0,0,0,1,8,8,8,7,31,0,0,0,0,0,1,1,2,0,4,28,3,6,4,2,15,154,118,127,76,475,83,94,79,53,309
1,2,1,3,7,50,4,5,2,7,4,5,27,4,9,1,28,1,12,3,5,40,22,0,1,2,0,3,0,5,15,0,20,0,0,0,0,0,0,2,2,1,5,0,0,0,0,0,0,1,0,1,2,0,0,0,15,15,4,13,7,3,27,3,10,5,1,19,0,1,1,1,3,0,0,1,0,1,5,12,7,4,28,0,0,0,0,0,1,2,2,0,5,38,2,4,3,3,12,73,110,83,174,440,114,151,32,46,343
2,2,1,1,6,49,14,7,3,3,1,3,41,4,3,,23,3,9,9,11,39,35,1,0,2,2,5,5,0,18,25,48,0,0,0,1,1,0,0,0,0,0,0,2,2,1,5,0,1,1,1,3,0,0,5,10,15,6,11,8,16,41,4,6,6,12,28,0,0,1,0,1,0,1,1,1,3,7,9,5,17,38,0,0,0,0,0,2,1,1,2,6,10,4,3,2,3,12,114,151,32,46,343,73,110,83,174,440
0,0,0,0,0,13,,,,,,,,,,,,,,,,,10,40,48,38,41,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,5,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,424,185,203,1118,0,0,0,0,0
2,3,4,4,13,96,19,7,6,13,2,7,84,6,2,9,55,2,31,9,28,46,76,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1,0,0,0,1,1,1,1,1,4,10,15,10,5,40,23,24,18,19,84,15,19,12,10,56,0,0,0,0,0,0,0,2,0,2,21,23,11,15,70,0,0,0,0,0,4,3,4,2,13,64,7,6,8,6,27,0,0,0,0,0,306,424,185,203,1118
0,0,0,0,0,12,,,,,,,,,,,,,,,,,9,39,46,29,44,158,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,1,4,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,0,0,0,0,0,1,4,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,174,129,275,783,0,0,0,0,0
3,4,2,4,13,87,6,6,7,12,8,6,82,9,6,4,36,5,24,20,21,63,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,4,2,0,1,2,5,10,0,5,20,35,20,21,16,25,82,13,10,12,18,53,0,0,0,0,0,1,2,1,1,5,18,16,9,21,64,0,0,0,0,0,4,4,2,2,12,57,7,8,6,6,27,0,0,0,0,0,205,174,129,275,783
5,3,4,1,13,46,,3,1,3,5,1,31,10,3,5,22,7,13,2,12,45,22,1,2,0,1,4,3,20,0,8,31,0,0,3,2,5,0,1,0,1,2,1,1,0,1,3,2,2,1,1,6,5,15,5,5,30,5,10,8,8,31,4,8,4,5,21,0,1,0,0,1,2,0,4,1,7,1,5,2,4,12,0,0,1,0,1,0,1,0,1,2,18,3,4,4,3,14,86,140,115,26,367,-6,146,-1,117,256
3,2,1,3,9,58,5,6,4,8,5,4,44,4,3,2,24,1,10,9,13,32,59,2,0,0,1,3,20,0,0,21,41,0,0,0,0,0,1,1,0,1,3,0,1,0,1,2,1,0,0,1,2,0,0,0,10,10,13,16,5,10,44,7,9,4,5,25,2,0,4,1,7,0,1,0,0,1,6,15,14,8,43,0,0,1,0,1,1,2,1,1,5,41,4,4,2,5,15,-6,146,-1,117,256,86,140,115,26,367
2,3,0,2,7,65,20,2,1,9,2,3,38,3,4,2,37,2,15,9,10,62,35,0,2,2,3,7,0,28,10,11,49,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,4,3,1,1,9,26,22,5,5,58,17,6,10,5,38,15,3,5,3,26,0,0,0,0,0,0,1,1,0,2,14,9,10,8,41,0,0,0,0,0,2,0,1,2,5,31,3,3,3,4,13,11,165,102,190,468,181,118,51,141,491
2,2,1,0,5,56,8,8,3,6,2,1,44,4,6,2,20,,14,9,9,49,44,2,2,3,0,7,15,20,17,0,52,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,1,1,0,2,0,0,5,0,5,2,13,10,19,44,0,10,6,14,30,0,1,1,0,2,0,0,0,0,0,3,20,9,20,52,0,1,0,0,1,0,1,0,5,6,47,2,3,1,5,11,181,118,51,141,491,11,165,102,190,468
1,1,1,2,5,35,2,1,5,6,,1,29,4,4,5,12,4,6,4,10,26,33,0,4,0,2,6,0,25,0,5,30,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,2,4,0,20,0,10,30,6,12,3,8,29,5,9,2,5,21,1,1,0,3,5,0,1,1,2,4,7,15,3,2,27,0,0,0,0,0,0,1,1,0,2,31,1,2,2,3,8,83,125,167,88,463,108,132,18,23,281
0,3,0,2,5,80,7,1,4,5,8,5,40,3,4,6,34,5,13,8,12,78,32,1,2,0,1,4,5,24,0,24,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,2,1,8,5,26,20,11,62,6,15,12,7,40,5,8,11,5,29,0,1,1,2,4,1,1,0,3,5,14,13,10,15,52,0,0,0,0,0,5,1,3,3,12,25,5,6,3,6,20,108,132,18,23,281,83,125,167,88,463
2,2,2,1,7,28,3,2,1,2,1,,32,7,3,,11,4,6,8,13,26,22,2,1,0,1,4,20,15,0,0,35,0,0,1,1,2,1,0,1,0,2,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,6,11,8,7,32,3,7,5,4,19,1,1,0,0,2,1,0,1,2,4,3,6,2,3,14,0,0,0,0,0,1,0,0,1,2,7,3,2,3,2,10,64,108,132,117,421,36,72,22,49,179
2,2,0,1,5,64,5,2,3,5,3,,43,4,,1,31,2,10,20,7,31,53,1,3,0,1,5,0,31,0,10,41,0,0,0,0,0,0,0,1,1,2,1,0,1,0,2,0,1,0,1,2,0,10,0,10,20,10,16,12,5,43,7,12,11,3,33,1,0,1,2,4,1,1,0,0,2,8,13,14,13,48,0,0,0,0,0,0,3,3,2,8,28,2,6,3,3,14,36,72,22,49,179,64,108,132,117,421
1,4,1,3,9,42,3,3,5,5,1,3,40,5,3,2,17,3,14,3,14,46,23,1,2,0,1,4,5,10,0,5,20,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,3,0,1,5,5,15,0,5,25,7,13,7,13,40,5,9,4,8,26,1,0,2,0,3,0,2,0,1,3,4,6,3,11,24,0,1,0,0,1,1,1,1,0,3,14,3,4,2,3,12,51,174,58,99,382,68,64,54,92,278
3,0,2,2,7,61,13,2,1,4,3,2,40,5,1,2,29,3,17,4,16,42,28,0,2,0,2,4,0,20,0,18,38,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,2,0,10,5,0,15,10,11,11,8,40,4,8,7,6,25,0,2,0,1,3,1,0,2,0,3,4,20,9,10,43,0,0,1,0,1,1,1,4,1,7,23,5,3,6,3,17,68,64,54,92,278,51,174,58,99,382
0,0,0,0,0,11,,,,,,,,,,,,,,,,,8,37,43,33,42,155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,2,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,2,3,2,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,161,134,166,675,0,0,0,0,0
0,5,4,4,13,86,29,8,4,10,7,,80,6,11,,51,3,25,9,30,87,59,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,1,0,0,0,1,0,1,3,2,6,0,0,38,10,48,17,28,17,18,80,15,14,9,9,47,0,0,0,0,0,0,0,1,2,3,19,10,9,15,53,0,0,0,0,0,7,5,3,3,18,45,7,11,8,7,33,0,0,0,0,0,214,161,134,166,675
0,3,1,5,9,64,12,,4,6,12,2,37,2,7,,34,2,8,6,15,43,40,0,0,0,1,1,0,0,0,17,17,0,2,1,0,3,0,0,0,1,1,0,0,0,0,0,1,2,2,4,9,5,10,15,30,60,6,10,9,12,37,6,5,6,7,24,0,2,0,0,2,1,1,0,0,2,10,3,10,10,33,0,0,0,0,0,1,1,2,1,5,24,1,5,3,9,18,30,103,47,152,332,117,76,154,85,432
2,3,1,3,9,44,7,7,1,5,2,,35,4,3,1,13,2,13,2,10,24,40,0,0,0,4,4,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,4,10,0,0,20,30,5,10,4,16,35,3,8,2,7,20,1,1,0,0,2,0,2,0,0,2,3,12,5,10,30,0,0,0,0,0,0,1,1,1,3,15,3,4,2,4,13,117,76,154,85,432,30,103,47,152,332
2,2,2,1,7,58,9,,2,7,1,2,38,5,2,5,32,4,13,13,7,33,51,1,0,0,1,2,15,0,0,15,30,1,0,0,0,1,2,0,0,0,2,1,0,0,1,2,2,3,2,0,7,20,25,10,0,55,6,14,11,7,38,4,10,8,4,26,1,1,2,0,4,0,1,2,1,4,4,12,8,7,31,0,0,0,0,0,0,2,3,3,8,28,2,5,5,6,18,117,119,15,96,347,51,155,138,58,402
2,1,3,1,7,52,4,3,,3,2,3,32,6,,2,19,4,10,7,10,44,31,0,0,2,3,5,0,0,5,24,29,0,2,1,0,3,1,0,0,1,2,2,0,0,0,2,0,1,2,2,5,0,5,15,25,45,9,8,6,9,32,6,5,2,7,20,0,1,2,1,4,1,1,2,0,4,8,13,4,13,38,0,0,0,0,0,0,1,0,1,2,16,3,4,3,2,12,51,155,138,58,402,117,119,15,96,347
3,1,3,3,10,38,6,1,7,6,1,1,57,4,1,1,13,5,13,7,27,62,12,2,2,1,2,7,5,17,15,15,52,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,8,5,20,10,5,40,6,21,16,14,57,2,17,10,5,34,0,0,0,1,1,2,0,1,2,5,1,19,10,2,32,0,0,2,0,2,1,1,2,0,4,25,4,2,5,4,15,231,120,48,48,447,26,281,124,20,451
0,2,1,5,8,72,9,3,3,9,4,2,27,5,2,8,29,1,6,2,12,30,59,1,1,4,0,6,10,0,20,0,30,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,2,0,0,20,0,20,8,11,4,4,27,8,5,4,3,20,2,0,1,2,5,0,0,0,1,1,17,15,4,9,45,0,0,0,0,0,3,2,1,1,7,47,3,5,2,5,15,26,281,124,20,451,231,120,48,48,447
0,2,2,2,6,46,2,3,4,8,6,4,34,2,4,4,27,1,8,6,12,25,48,0,1,0,1,2,0,5,0,15,20,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,10,5,0,15,9,7,12,6,34,7,2,8,5,22,1,0,0,2,3,0,0,0,1,1,12,5,9,7,33,0,0,0,0,0,2,1,3,0,6,26,2,3,5,2,12,51,191,13,98,353,113,68,109,92,382
2,1,2,2,7,49,5,5,2,3,2,5,42,5,4,2,20,3,11,13,11,28,38,1,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,10,15,5,0,30,5,16,1,20,42,4,13,1,15,33,0,0,0,1,1,1,0,0,2,3,4,19,2,14,39,0,0,0,0,0,0,3,0,2,5,20,2,5,1,4,12,113,68,109,92,382,51,191,13,98,353
0,0,0,0,0,12,,,,,,,,,,,,,,,,,9,31,38,35,39,143,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,4,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,0,0,0,0,0,1,4,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,203,201,345,834,0,0,0,0,0
4,3,0,4,11,88,14,8,6,11,7,3,74,9,12,4,47,5,22,11,26,91,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,4,3,0,4,6,13,17,0,27,22,66,11,22,13,28,74,5,16,8,16,45,0,0,0,0,0,1,1,2,1,5,7,18,18,16,59,0,0,0,0,0,1,3,5,2,11,55,6,6,8,9,29,0,0,0,0,0,85,203,201,345,834
2,1,1,1,5,42,13,2,7,4,1,1,52,4,4,4,23,2,18,15,6,35,48,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,1,2,1,0,0,1,2,5,0,0,5,10,13,16,11,12,52,8,9,6,9,32,1,0,2,0,3,0,0,2,0,2,8,10,4,7,29,0,0,0,0,0,3,2,1,3,9,23,5,4,3,6,18,4,136,85,84,309,127,130,75,134,466
3,2,4,1,10,66,14,5,2,5,4,,30,7,5,,23,3,5,10,7,40,24,1,5,1,1,8,0,61,9,5,75,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,2,0,4,0,5,20,0,25,4,10,8,8,30,4,7,2,4,17,0,0,2,0,2,1,0,2,0,3,2,17,4,15,38,0,1,0,0,1,0,2,1,4,7,20,3,5,5,5,18,127,130,75,134,466,4,136,85,84,309
0,3,2,1,6,40,6,2,6,7,1,2,50,4,2,2,19,1,13,9,18,46,25,0,2,0,2,4,0,5,0,30,35,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,5,0,0,5,12,17,8,13,50,9,12,3,13,37,1,0,1,0,2,0,0,1,0,1,13,9,3,14,39,0,0,0,0,0,2,1,1,0,4,30,2,4,4,1,11,161,43,108,129,441,117,120,50,183,470
1,3,1,1,6,65,12,3,1,8,1,4,32,3,1,1,29,2,10,1,16,33,55,2,3,1,0,6,5,25,28,0,58,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,1,1,0,5,20,10,10,0,40,7,8,6,11,32,5,3,4,10,22,0,0,1,0,1,1,0,1,0,2,9,6,12,18,45,0,0,0,0,0,1,0,5,2,8,35,2,3,6,3,14,117,120,50,183,470,161,43,108,129,441
2,0,0,3,5,45,11,7,1,5,3,3,35,2,2,3,27,2,10,6,10,36,41,1,1,2,0,4,20,5,16,0,41,0,1,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,2,1,3,0,0,15,5,20,9,9,9,8,35,5,7,6,6,24,1,1,1,0,3,0,0,1,1,2,7,8,10,4,29,0,0,0,0,0,1,1,3,1,6,24,3,1,4,4,12,109,139,62,110,420,72,77,157,81,387
2,1,2,1,6,62,8,1,6,8,5,1,40,2,4,1,25,3,14,8,9,38,55,1,2,1,1,5,9,16,15,1,41,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,1,1,1,1,4,0,5,10,4,19,13,12,7,8,40,8,7,4,6,25,0,0,1,1,2,1,1,1,0,3,9,18,4,15,46,0,0,0,0,0,1,2,0,3,6,31,4,4,2,5,15,72,77,157,81,387,109,139,62,110,420
0,0,0,0,0,14,,,,,,,,,,,,,,,,,11,35,46,30,46,157,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,2,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,5,0,0,0,0,0,1,5,2,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,217,96,208,620,0,0,0,0,0
3,6,3,7,19,91,17,2,6,11,4,5,80,10,5,12,51,5,29,8,33,79,63,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,2,0,3,6,6,17,0,25,48,14,26,16,24,80,9,15,11,15,50,0,0,0,0,0,2,2,1,0,5,12,18,11,18,59,0,0,2,0,2,3,3,4,3,13,58,6,10,7,8,31,0,0,0,0,0,99,217,96,208,620
0,2,2,5,9,54,3,,2,5,9,2,27,5,5,4,29,2,8,5,12,62,11,4,2,1,0,7,35,5,0,0,40,1,0,0,0,1,0,2,0,0,2,0,1,0,0,1,1,1,1,1,4,5,10,5,0,20,6,7,6,8,27,6,6,4,4,20,1,0,0,0,1,1,0,0,1,2,8,5,7,6,26,0,0,0,1,1,1,1,2,0,4,22,2,2,4,5,13,60,190,23,99,372,97,59,116,77,349
1,0,2,3,6,59,5,4,1,3,3,4,44,6,3,2,25,1,14,11,12,53,41,0,1,0,0,1,0,5,0,0,5,0,0,1,0,1,0,1,0,0,1,0,2,0,0,2,3,0,0,3,6,5,0,0,15,20,11,14,2,17,44,8,9,0,11,28,1,0,0,1,2,1,0,0,0,1,8,19,4,12,43,0,0,0,0,0,3,5,0,2,10,12,5,5,2,5,17,97,59,116,77,349,60,190,23,99,372
1,2,2,2,7,44,,4,1,5,,8,39,3,,8,29,,10,3,21,37,38,1,0,1,2,4,5,0,15,20,40,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,2,0,4,5,5,20,0,30,7,20,9,3,39,5,13,4,1,23,1,2,1,4,8,0,0,0,0,0,8,12,8,2,30,0,1,0,0,1,1,3,1,0,5,18,2,5,3,2,12,58,-18,67,95,202,87,130,96,10,323
0,3,2,6,11,45,,3,4,3,,1,45,4,,1,8,8,14,10,13,33,22,0,2,1,1,4,0,2,5,10,17,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,1,1,0,3,5,5,10,0,20,35,6,2,8,29,45,3,1,5,15,24,0,0,0,0,0,1,2,1,4,8,3,4,8,13,28,0,0,1,4,5,1,0,1,2,4,21,4,2,3,9,18,87,130,96,10,323,58,-18,67,95,202
1,3,2,0,6,32,3,1,3,5,1,2,37,5,1,7,15,2,8,9,12,28,26,2,2,1,0,5,10,23,33,0,66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,7,0,30,15,25,70,6,11,6,14,37,4,7,4,9,24,1,0,0,0,1,0,0,0,2,2,8,5,2,9,24,0,0,0,0,0,0,2,0,1,3,17,1,6,2,2,11,59,151,104,110,424,115,98,55,103,371
4,1,0,1,6,63,4,5,,6,2,5,38,5,4,7,30,1,8,9,15,26,54,0,0,0,1,1,0,0,0,15,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,5,25,0,0,30,8,14,10,6,38,4,10,8,6,28,0,0,0,2,2,1,0,0,0,1,7,13,12,15,47,0,0,0,0,0,1,2,3,1,7,27,5,3,3,2,13,115,98,55,103,371,59,151,104,110,424
2,4,1,2,9,44,7,2,1,6,5,2,33,6,3,2,19,3,9,9,10,35,26,0,1,2,0,3,0,4,22,0,26,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,1,1,0,0,2,5,1,0,0,6,8,11,4,10,33,5,7,3,9,24,0,0,0,0,0,1,1,0,1,3,1,8,5,9,23,0,0,0,0,0,1,2,0,3,6,14,4,4,1,5,14,64,96,172,7,339,20,84,63,134,301
3,2,1,2,8,59,11,4,4,5,2,3,37,6,9,2,27,,12,9,8,54,31,0,0,0,2,2,0,0,0,5,5,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,3,0,1,0,4,10,0,10,0,20,7,13,11,6,37,5,7,9,3,24,1,1,0,1,3,0,0,0,0,0,6,11,11,7,35,0,0,0,0,0,1,2,2,0,5,31,5,4,3,3,15,20,84,63,134,301,64,96,172,7,339
0,3,3,1,7,48,8,5,1,6,,2,29,3,,8,21,2,6,8,8,31,40,1,0,3,3,7,10,0,15,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,10,0,0,0,10,7,10,7,5,29,5,7,1,3,16,1,2,0,2,5,0,0,1,1,2,13,9,1,3,26,0,1,0,0,1,1,2,1,1,5,24,1,4,4,3,12,31,114,141,78,364,117,134,17,60,328
3,1,1,4,9,60,11,3,1,4,6,1,40,5,3,3,25,5,11,6,18,41,42,2,1,2,1,6,38,5,11,0,54,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,3,6,10,15,0,30,55,6,13,8,13,40,3,9,7,6,25,0,0,1,1,2,1,2,0,2,5,2,14,10,12,38,0,0,0,1,1,0,2,2,1,5,17,4,3,3,7,17,117,134,17,60,328,31,114,141,78,364
1,2,1,0,4,33,13,,3,4,1,,32,3,5,,19,,6,9,14,29,27,0,3,1,0,4,0,20,5,0,25,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,5,5,7,6,4,15,32,6,4,2,13,25,1,0,0,0,1,0,0,0,0,0,6,5,3,13,27,0,0,0,0,0,0,1,1,2,4,18,1,3,2,2,8,54,176,126,85,441,81,89,34,204,408
0,2,1,2,5,67,23,3,7,6,3,,42,2,4,,30,1,6,6,17,33,67,0,0,1,1,2,0,0,5,2,7,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,2,2,1,5,0,10,15,10,35,4,20,13,5,42,3,9,7,5,24,0,0,0,0,0,1,0,0,0,1,5,16,11,14,46,0,0,0,0,0,3,2,1,4,10,19,3,6,4,5,18,81,89,34,204,408,54,176,126,85,441
2,1,3,3,9,50,11,5,1,6,3,3,30,5,1,6,29,1,5,7,10,30,39,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,5,10,0,15,4,13,9,4,30,3,9,6,2,20,1,0,1,1,3,0,0,0,1,1,5,11,8,3,27,0,0,0,0,0,0,2,2,0,4,30,2,4,5,3,14,36,70,14,165,285,80,144,101,5,330
2,3,1,3,9,56,9,3,3,3,6,1,32,6,,3,25,3,10,3,13,53,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,7,7,12,32,4,3,2,7,16,0,0,0,1,1,1,0,1,1,3,5,12,6,10,33,0,0,0,0,0,2,1,2,2,7,10,4,4,4,4,16,80,144,101,5,330,36,70,14,165,285
1,2,2,3,8,45,,5,2,8,1,6,44,2,1,2,20,2,16,6,14,55,26,1,2,0,2,5,0,20,0,5,25,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1,0,0,2,3,5,0,0,9,14,8,16,14,6,44,7,12,8,3,30,0,0,0,1,1,0,1,1,0,2,8,10,7,6,31,0,0,0,0,0,1,0,3,1,5,28,3,3,5,3,14,27,107,88,203,425,85,118,103,116,422
3,2,0,1,6,39,,2,6,3,1,4,46,4,2,2,14,1,11,10,13,39,30,0,1,1,1,3,0,8,5,5,18,1,0,0,0,1,0,0,0,0,0,0,0,1,2,3,2,1,3,2,8,25,10,15,15,65,4,12,9,21,46,3,7,6,18,34,0,1,1,0,2,0,0,0,1,1,2,9,6,18,35,0,0,0,0,0,0,2,1,3,6,13,2,4,3,6,15,85,118,103,116,422,27,107,88,203,425
