fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,game_id,num_of_,num_of_CENTER,num_of_DEEP LEFT,num_of_DEEP RIGHT,num_of_EXTRA POINT,num_of_FIELD GOAL,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT GUARD,num_of_LEFT TACKLE,num_of_NO HUDDLE SHOTGUN,num_of_NO PLAY,num_of_PASS,num_of_PUNT,num_of_RIGHT END,num_of_RIGHT GUARD,num_of_RIGHT TACKLE,num_of_RUSH,num_of_SACK,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_UNDER CENTER,num_of_attempted_two_pt_conversions,num_of_completed_two_pt_conversions,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_fumbles_q1,num_of_fumbles_q2,num_of_fumbles_q3,num_of_fumbles_q4,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,number_of_first_downs_q1,number_of_first_downs_q2,number_of_first_downs_q3,number_of_first_downs_q4,number_of_successful_fourth_downs_q1,number_of_successful_fourth_downs_q2,number_of_successful_fourth_downs_q3,number_of_successful_fourth_downs_q4,number_of_successful_third_downs_q1,number_of_successful_third_downs_q2,number_of_successful_third_downs_q3,number_of_successful_third_downs_q4,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4,fourth_down_attempts_total,num_of_defensive_penalties_total,num_of_defensive_penalty_yards_total,num_of_fumbles_total,num_of_interceptions_caught_total,num_of_interceptions_thrown_total,num_of_offensive_penalties_total,num_of_offensive_penalty_yards_total,num_of_passes_attempted_total,num_of_passes_completed_total,num_of_sacks_total,num_of_times_sacked_total,number_of_first_downs_total,number_of_successful_fourth_downs_total,number_of_successful_third_downs_total,third_down_attempts_total,yards_allowed_total,yards_moved_total
3,2,2,2,2019090808,38,5.0,4.0,3.0,2.0,3.0,5,2.0,,2.0,2.0,2.0,54,5.0,2.0,2.0,3.0,16,5.0,24.0,11.0,11,48,34,0,0,1,2,1,0,0,19,8,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,1,15,5,0,10,16,11,9,18,10,9,6,11,1,1,2,0,0,1,1,3,6,8,6,6,0,0,0,0,2,0,2,2,20,6,2,4,6,16,104,50,84,86,169,108,65,9,4,27,3,0,0,4,30,54,36,4,5,26,0,6,18,254,428
2,3,2,2,2019090808,62,8.0,2.0,2.0,3.0,,4,5.0,2.0,4.0,1.0,2.0,21,9.0,3.0,1.0,1.0,24,4.0,8.0,3.0,3,40,31,0,0,1,0,0,3,5,0,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,10,10,5,3,11,4,3,2,6,4,2,0,1,1,3,1,1,2,0,3,15,4,11,0,0,0,0,0,2,1,1,21,2,5,3,4,86,169,108,65,16,104,50,84,9,4,30,2,0,0,6,25,21,14,5,4,33,0,4,14,428,254
1,1,2,2,2019090807,50,16.0,4.0,,2.0,3.0,6,8.0,1.0,1.0,2.0,,27,3.0,1.0,3.0,1.0,31,2.0,10.0,4.0,8,40,29,1,1,1,0,1,1,2,0,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,7,5,7,4,5,1,1,3,0,1,0,1,0,3,9,10,8,0,0,0,1,1,3,1,2,24,2,4,3,4,64,119,76,142,43,90,160,83,6,3,10,1,1,0,0,0,27,21,5,2,30,1,7,13,401,376
2,1,1,0,2019090807,53,5.0,3.0,1.0,3.0,2.0,5,7.0,,2.0,,1.0,36,2.0,3.0,2.0,2.0,21,5.0,11.0,8.0,10,37,44,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,2,0,5,0,15,7,11,4,11,6,6,4,8,1,0,1,0,1,1,3,0,7,15,7,12,0,0,0,0,0,4,1,2,33,2,5,3,2,43,90,160,83,64,119,76,142,4,0,0,2,0,1,3,20,33,24,2,5,41,0,7,12,376,401
1,2,1,1,2019090805,40,3.0,3.0,6.0,2.0,1.0,5,4.0,2.0,3.0,6.0,3.0,40,3.0,,4.0,1.0,17,1.0,12.0,6.0,12,43,26,0,0,0,0,2,1,0,0,20,5,1,1,0,0,0,0,0,0,2,1,0,0,2,1,0,1,20,5,0,5,13,12,5,10,10,8,1,8,1,2,1,0,1,0,0,0,7,4,5,12,0,0,0,0,2,1,0,2,23,3,3,2,3,41,65,94,42,118,99,28,175,5,3,25,2,0,3,4,30,40,27,4,1,28,0,5,11,242,420
2,3,1,4,2019090805,58,8.0,2.0,3.0,1.0,1.0,3,3.0,4.0,,9.0,1.0,43,7.0,1.0,1.0,5.0,22,4.0,21.0,5.0,12,50,29,1,1,3,0,2,1,25,0,20,0,1,0,0,1,2,1,0,0,0,0,0,0,2,0,2,1,12,0,10,0,4,11,14,14,3,6,12,8,1,0,0,0,1,2,1,0,6,13,11,9,0,0,0,1,1,2,3,1,14,3,5,5,4,118,99,28,175,41,65,94,42,10,6,45,2,3,0,5,22,43,29,1,4,39,1,7,17,420,242
0,2,1,3,2019090804,73,12.0,1.0,1.0,4.0,,6,5.0,4.0,4.0,,,12,6.0,3.0,2.0,6.0,36,2.0,7.0,1.0,2,7,70,0,0,2,1,2,3,10,5,5,9,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,2,10,10,0,20,4,5,3,0,4,2,3,0,1,1,1,2,1,0,1,0,12,16,8,6,0,0,0,0,1,1,2,1,28,1,4,3,3,56,125,51,117,110,72,73,24,6,8,29,3,2,0,4,40,12,9,5,2,42,0,5,11,349,279
2,1,1,2,2019090804,35,4.0,4.0,3.0,,,3,3.0,,4.0,18.0,4.0,50,4.0,2.0,,2.0,15,5.0,16.0,14.0,13,37,24,2,2,0,3,2,0,0,25,23,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,2,10,10,0,10,9,11,11,19,6,9,7,15,1,0,1,0,1,1,1,2,2,9,4,12,0,0,0,2,1,1,1,0,12,5,2,4,4,110,72,73,24,56,125,51,117,6,5,48,1,0,2,4,30,50,37,2,5,27,2,3,15,279,349
1,2,0,2,2019090802,47,18.0,1.0,3.0,4.0,4.0,9,5.0,,,1.0,,39,1.0,3.0,,,26,2.0,15.0,5.0,12,52,28,0,0,1,0,0,2,15,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,5,0,0,20,10,12,9,8,8,8,6,5,0,0,1,0,0,1,1,0,11,7,8,10,0,0,0,0,1,1,1,3,46,2,5,1,6,108,130,73,144,230,109,48,104,5,3,15,2,1,0,3,25,39,27,1,2,36,0,6,14,455,491
1,2,1,0,2019090802,47,13.0,,4.0,2.0,2.0,6,3.0,,,7.0,,35,2.0,4.0,,,20,1.0,12.0,8.0,8,33,35,1,1,0,2,3,2,0,0,11,10,0,0,1,0,0,0,0,0,0,0,0,1,1,3,2,0,10,30,10,0,9,9,5,12,6,8,4,10,0,1,1,0,0,0,1,0,9,7,5,17,0,0,0,0,2,0,3,1,26,3,2,4,1,230,109,48,104,108,130,73,144,4,7,21,1,0,1,6,50,35,28,2,1,38,0,6,10,491,455
2,2,2,1,2019090803,39,3.0,5.0,3.0,1.0,1.0,3,1.0,2.0,1.0,3.0,1.0,34,6.0,3.0,,1.0,11,3.0,12.0,4.0,7,26,34,0,0,1,5,2,0,0,24,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,5,15,0,10,12,10,2,6,7,4,1,0,1,0,0,0,1,1,1,7,13,4,5,0,0,0,0,0,2,1,0,10,2,5,3,1,253,133,154,107,65,121,50,-5,7,8,44,0,0,2,4,20,34,18,1,3,29,0,3,11,647,231
0,2,1,1,2019090803,69,10.0,,1.0,8.0,1.0,10,3.0,3.0,3.0,1.0,1.0,29,1.0,5.0,7.0,12.0,43,1.0,6.0,8.0,10,69,26,0,0,0,1,0,0,0,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,20,5,6,7,10,6,6,4,8,6,0,1,1,1,0,1,0,0,14,10,11,11,0,1,0,1,2,1,3,2,59,2,4,4,3,65,121,50,-5,253,133,154,107,4,1,15,0,2,0,3,25,29,24,3,1,46,2,8,13,231,647
2,3,3,1,2019090801,57,6.0,2.0,1.0,5.0,2.0,8,2.0,5.0,,,2.0,26,7.0,5.0,6.0,1.0,25,4.0,7.0,5.0,9,26,49,0,0,2,0,0,1,13,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,1,5,0,5,15,5,15,4,2,3,5,4,2,2,2,0,2,0,2,1,1,4,8,5,11,0,0,0,0,0,1,0,1,35,3,6,2,2,111,83,156,105,65,86,125,67,9,3,29,0,3,0,5,25,26,14,6,4,28,0,2,13,455,343
1,3,1,2,2019090801,51,6.0,2.0,4.0,2.0,,4,3.0,7.0,1.0,12.0,2.0,43,5.0,2.0,3.0,,22,6.0,14.0,7.0,14,41,33,0,0,2,4,1,2,26,25,0,20,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,2,15,26,25,20,10,11,10,12,8,6,10,6,0,2,1,1,2,2,0,2,12,8,11,6,0,0,0,0,0,0,1,0,19,1,4,2,4,65,86,125,67,111,83,156,105,7,9,71,0,0,3,9,86,43,30,4,6,37,0,1,11,343,455
3,3,2,3,2019090500,46,,3.0,3.0,1.0,1.0,3,2.0,1.0,8.0,3.0,3.0,32,9.0,1.0,3.0,4.0,19,6.0,9.0,3.0,11,30,33,0,0,2,0,0,2,11,0,0,20,1,0,1,0,0,0,0,1,0,0,0,0,2,1,4,1,5,5,25,5,5,15,8,4,2,11,3,2,1,2,1,1,2,1,2,1,0,9,4,3,0,0,0,0,0,2,1,0,10,3,4,4,3,42,58,68,167,-12,131,21,75,11,4,31,2,1,0,8,40,32,18,5,6,16,0,3,14,335,215
2,4,3,2,2019090500,46,,7.0,3.0,,1.0,2,,6.0,4.0,6.0,2.0,49,8.0,,4.0,,14,5.0,8.0,15.0,14,63,14,0,0,1,1,1,2,4,0,38,15,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,10,10,30,7,10,7,25,3,7,4,15,2,1,2,1,1,2,1,1,7,6,4,11,0,0,0,0,1,0,0,2,3,4,4,4,5,-12,131,21,75,42,58,68,167,11,5,57,1,0,1,7,50,49,29,6,5,28,0,3,17,215,335
3,3,1,2,2019090800,54,7.0,3.0,3.0,3.0,4.0,7,3.0,5.0,5.0,5.0,1.0,42,5.0,2.0,3.0,4.0,29,1.0,12.0,7.0,16,28,48,0,0,0,1,0,1,0,3,0,15,0,0,2,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,15,10,11,9,14,8,6,5,8,6,1,2,0,0,1,0,0,0,4,8,11,9,0,0,0,0,2,2,4,2,30,4,5,6,4,102,67,96,115,49,63,130,121,9,2,18,2,1,1,4,25,42,25,3,1,32,0,10,19,380,363
2,3,1,1,2019090800,59,11.0,1.0,2.0,3.0,3.0,5,,2.0,1.0,11.0,1.0,38,5.0,1.0,3.0,4.0,22,3.0,13.0,6.0,16,44,32,0,0,1,0,3,0,0,0,26,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,5,15,0,0,9,7,11,11,7,6,6,7,1,0,0,0,1,2,0,0,8,10,13,14,0,0,0,0,1,1,1,2,27,4,3,2,3,49,63,130,121,102,67,96,115,7,4,26,2,1,1,4,20,38,26,1,3,45,0,5,12,363,380
1,1,2,1,2018120913,33,7.0,2.0,1.0,3.0,2.0,4,1.0,,2.0,,,39,3.0,4.0,1.0,3.0,18,1.0,8.0,13.0,14,40,27,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,8,14,7,10,6,11,4,8,1,1,2,0,0,1,0,0,4,12,3,7,0,0,0,0,1,4,1,0,21,2,5,3,1,94,42,73,153,63,101,52,81,5,1,5,0,0,1,1,9,39,29,4,1,26,0,6,11,362,297
1,2,1,3,2018120913,60,12.0,,4.0,3.0,1.0,5,1.0,2.0,5.0,12.0,4.0,37,4.0,,3.0,2.0,25,4.0,11.0,11.0,9,45,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,18,5,3,7,12,0,1,0,0,1,1,2,0,9,9,6,17,0,0,0,2,1,1,0,2,24,2,3,3,6,63,101,52,81,94,42,73,153,7,0,0,1,1,0,0,0,37,27,1,4,41,2,4,14,297,362
2,1,2,1,2018120210,50,4.0,4.0,7.0,5.0,2.0,8,3.0,1.0,3.0,1.0,2.0,41,3.0,1.0,,6.0,18,,8.0,7.0,11,49,36,0,0,0,3,0,4,0,21,0,29,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,15,10,0,19,10,9,14,8,6,7,7,4,1,0,1,1,0,0,0,0,9,8,12,7,0,0,1,0,0,2,2,2,46,2,3,4,5,81,89,128,149,127,121,126,82,6,7,50,1,0,0,5,44,41,24,3,0,36,1,6,14,447,456
3,0,1,0,2018120210,63,9.0,3.0,4.0,3.0,2.0,7,2.0,4.0,5.0,9.0,1.0,41,2.0,2.0,2.0,6.0,30,3.0,8.0,8.0,15,44,42,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,14,7,7,6,10,0,0,0,0,1,0,1,1,7,13,10,22,1,0,0,0,2,2,2,3,33,4,3,3,3,127,121,126,82,81,89,128,149,4,0,0,4,0,0,0,0,41,30,0,3,52,1,9,13,456,447
2,1,0,1,2018112500,75,6.0,2.0,2.0,4.0,2.0,7,3.0,5.0,4.0,8.0,4.0,26,2.0,3.0,16.0,2.0,39,1.0,4.0,11.0,7,58,27,0,0,1,0,1,1,10,0,0,10,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,2,5,5,0,15,8,10,5,3,5,6,4,2,0,0,0,3,1,0,0,0,10,11,13,12,0,0,0,0,1,1,4,3,22,3,3,4,5,115,100,75,14,71,129,121,145,4,3,20,1,0,2,4,25,26,17,3,1,46,0,9,15,304,466
2,4,0,3,2018112500,36,5.0,2.0,3.0,2.0,1.0,4,1.0,2.0,1.0,6.0,1.0,36,6.0,2.0,6.0,,17,3.0,8.0,5.0,16,27,30,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,4,6,5,6,4,3,1,0,0,0,0,0,0,3,8,6,6,1,1,0,0,0,1,2,0,0,29,3,7,0,3,71,129,121,145,115,100,75,14,9,0,0,2,2,0,0,0,36,18,1,3,21,1,3,13,466,304
1,3,1,3,2018111807,64,22.0,2.0,2.0,3.0,,4,1.0,,2.0,1.0,3.0,21,8.0,,,6.0,31,1.0,6.0,,11,18,55,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,1,1,0,0,1,3,0,3,5,20,0,25,7,7,2,5,5,4,0,3,1,1,1,1,0,1,0,0,11,7,4,12,0,0,0,0,2,0,0,2,27,3,4,1,5,42,79,105,99,171,39,13,144,8,1,12,1,0,2,7,50,21,12,4,1,34,0,4,13,325,367
2,3,2,3,2018111807,60,24.0,5.0,2.0,2.0,3.0,5,3.0,,2.0,5.0,3.0,29,8.0,3.0,,1.0,33,4.0,10.0,3.0,8,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,13,2,4,5,8,0,1,0,0,1,1,1,1,5,8,7,5,0,0,0,0,0,1,2,2,23,2,5,5,5,171,39,13,144,42,79,105,99,10,0,0,0,2,0,0,0,29,19,1,4,25,0,5,17,367,325
2,2,1,2,2018111109,45,8.0,2.0,2.0,2.0,2.0,5,8.0,2.0,2.0,,2.0,26,4.0,4.0,3.0,,27,2.0,4.0,6.0,10,21,44,0,0,0,1,1,1,0,9,11,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,20,3,10,6,7,0,8,5,6,0,2,1,1,0,1,0,1,1,10,5,8,0,1,0,0,0,2,0,0,26,2,6,2,2,93,27,88,74,6,112,115,140,7,3,35,0,0,1,2,20,26,19,4,2,24,1,2,12,282,373
3,1,2,2,2018111109,51,8.0,,1.0,,2.0,3,1.0,1.0,3.0,6.0,,38,4.0,3.0,1.0,2.0,19,4.0,16.0,8.0,11,32,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,15,7,4,6,7,0,1,0,1,0,2,1,1,9,8,6,11,0,0,0,0,2,1,1,1,6,5,3,3,4,6,112,115,140,93,27,88,74,8,0,0,1,1,0,0,0,38,24,2,4,34,0,5,15,373,282
0,2,1,3,2018110100,63,4.0,,1.0,4.0,3.0,7,5.0,4.0,6.0,1.0,1.0,23,3.0,4.0,2.0,3.0,28,,8.0,6.0,7,17,58,0,0,0,0,1,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,10,0,8,10,3,2,7,5,3,1,2,2,2,2,0,0,0,0,11,12,12,6,0,0,0,0,2,3,0,0,37,2,5,1,4,77,75,66,20,130,76,179,26,6,1,8,2,0,0,2,15,23,16,8,0,41,0,5,12,238,411
2,2,2,3,2018110100,44,6.0,1.0,1.0,,2.0,2,2.0,3.0,4.0,1.0,1.0,24,6.0,3.0,,3.0,21,8.0,8.0,3.0,11,26,33,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,3,5,6,5,1,0,0,0,0,2,2,2,2,5,5,5,1,0,0,0,0,0,1,1,1,3,2,3,3,4,130,76,179,26,77,75,66,20,9,0,0,3,0,0,0,0,24,17,0,8,16,0,3,12,411,238
1,2,0,0,2018102808,61,15.0,2.0,2.0,4.0,2.0,8,2.0,3.0,9.0,9.0,1.0,33,1.0,6.0,2.0,4.0,41,,8.0,13.0,7,42,40,1,1,0,3,2,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,30,10,20,13,8,5,7,12,3,2,6,0,0,0,0,0,0,0,0,11,6,5,16,0,0,0,0,4,2,1,3,42,5,6,1,4,8,149,175,35,148,96,93,169,3,5,12,0,0,0,6,60,33,23,0,0,38,0,10,16,367,506
1,0,1,2,2018102808,46,5.0,,4.0,4.0,,5,4.0,1.0,5.0,2.0,3.0,29,2.0,3.0,1.0,1.0,20,,9.0,6.0,9,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,9,1,8,8,4,0,0,0,0,0,0,0,0,2,18,17,4,0,0,1,0,0,2,2,0,28,1,2,3,3,148,96,93,169,8,149,175,35,4,0,0,1,0,0,0,0,29,21,0,0,41,1,4,9,506,367
1,2,1,0,2018101407,54,2.0,4.0,1.0,3.0,2.0,5,2.0,11.0,4.0,3.0,1.0,24,2.0,6.0,8.0,3.0,36,1.0,5.0,6.0,7,39,32,0,0,1,1,0,0,5,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,1,0,24,10,10,0,7,7,7,3,4,5,6,3,2,2,2,2,0,0,1,0,8,4,7,7,0,0,0,0,3,0,1,4,33,4,3,2,4,36,93,28,51,124,53,138,69,4,2,20,1,0,1,6,44,24,18,8,1,26,0,8,13,208,384
1,2,3,1,2018101407,47,3.0,3.0,,,2.0,2,1.0,8.0,,2.0,,32,4.0,1.0,,4.0,17,8.0,16.0,8.0,5,28,39,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,8,4,3,12,5,4,0,0,1,0,2,2,2,2,4,11,4,8,0,0,0,0,0,4,0,0,3,2,6,3,1,124,53,138,69,36,93,28,51,7,0,0,3,1,0,0,0,32,24,1,8,27,0,4,12,384,208
1,1,0,2,2018123004,51,10.0,2.0,,5.0,,6,6.0,,3.0,,1.0,27,1.0,1.0,,,20,,7.0,10.0,6,43,31,0,0,1,1,0,0,10,10,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,15,15,0,7,10,6,4,3,8,3,3,0,1,2,0,0,0,0,0,8,13,8,9,0,0,0,1,2,1,1,1,29,3,2,1,3,159,163,80,38,89,73,116,91,4,2,20,0,2,1,2,30,27,17,3,0,38,1,5,9,440,369
0,2,3,1,2018123004,41,13.0,1.0,2.0,,1.0,2,5.0,7.0,,2.0,2.0,34,4.0,,2.0,2.0,29,3.0,10.0,7.0,14,38,30,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,10,8,3,11,6,7,3,0,0,0,0,0,1,2,0,9,9,5,2,0,0,1,0,2,2,0,0,9,3,4,3,1,89,73,116,91,159,163,80,38,6,0,0,3,1,2,0,0,34,27,0,3,25,1,4,11,369,440
5,2,1,2,2018122400,42,14.0,1.0,5.0,2.0,1.0,3,3.0,2.0,2.0,15.0,3.0,40,6.0,,,1.0,22,1.0,7.0,7.0,14,35,24,0,0,0,3,1,1,0,21,15,10,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,4,15,0,10,20,10,7,9,14,6,4,6,10,1,0,0,0,0,1,0,0,3,3,10,8,0,0,0,1,1,1,2,4,20,5,3,3,5,12,154,68,53,113,54,115,112,10,5,46,1,0,2,7,45,40,26,1,1,24,1,8,16,287,394
2,1,2,2,2018122400,63,14.0,2.0,1.0,3.0,2.0,6,3.0,5.0,2.0,6.0,1.0,30,5.0,,2.0,1.0,27,1.0,8.0,7.0,12,31,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,2,2,11,5,2,0,1,0,0,1,0,0,0,4,17,4,12,0,0,0,0,0,2,1,2,21,3,3,4,5,113,54,115,112,12,154,68,53,7,0,0,1,2,0,0,0,30,20,1,1,37,0,5,15,394,287
2,4,2,2,2018121604,76,9.0,3.0,5.0,3.0,3.0,7,2.0,9.0,3.0,,1.0,36,5.0,3.0,9.0,1.0,36,1.0,6.0,8.0,12,40,61,0,0,1,1,1,0,5,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,15,0,20,25,8,12,10,6,6,3,3,4,1,1,0,3,0,0,0,1,8,15,5,12,1,1,0,0,1,4,3,2,30,3,8,6,5,58,101,113,19,60,112,57,96,10,3,25,0,0,1,6,60,36,16,5,1,40,2,10,22,291,325
3,1,2,3,2018121604,42,1.0,3.0,4.0,1.0,3.0,5,1.0,3.0,5.0,,4.0,36,6.0,3.0,,3.0,16,5.0,4.0,13.0,12,42,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,7,4,7,6,4,0,0,0,1,1,1,0,3,4,6,6,3,0,0,0,0,1,0,2,0,16,5,2,4,3,60,112,57,96,58,101,113,19,9,0,0,2,1,0,0,0,36,21,1,5,19,0,3,14,325,291
2,2,1,0,2018100708,65,10.0,2.0,2.0,3.0,3.0,6,11.0,,3.0,,2.0,30,3.0,3.0,1.0,2.0,30,1.0,9.0,5.0,11,27,59,0,0,0,2,2,0,0,10,27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,10,20,15,7,9,7,7,5,6,6,7,1,0,1,1,1,0,0,0,6,15,7,13,0,0,0,0,1,2,1,3,26,3,4,3,5,88,76,63,74,73,141,118,98,5,4,37,0,1,0,6,45,30,24,3,1,41,0,7,15,301,430
1,4,1,1,2018100708,31,2.0,4.0,2.0,1.0,2.0,3,,1.0,3.0,,3.0,35,4.0,,3.0,3.0,12,3.0,7.0,11.0,11,41,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,15,8,7,5,10,5,6,1,0,0,0,1,0,1,1,6,4,3,6,0,0,0,1,0,1,2,1,10,1,8,5,2,73,141,118,98,88,76,63,74,7,0,0,1,0,1,0,0,35,26,1,3,19,1,4,16,430,301
3,1,3,2,2018093009,60,10.0,2.0,5.0,2.0,2.0,10,3.0,4.0,3.0,1.0,1.0,43,7.0,2.0,3.0,4.0,29,2.0,12.0,11.0,11,43,49,3,3,1,0,1,3,10,0,5,10,1,0,1,1,0,1,1,0,1,0,0,1,2,0,1,2,20,0,5,5,12,6,11,11,7,3,6,7,0,1,0,1,1,0,1,0,8,8,7,13,1,0,0,0,1,2,1,2,48,4,3,4,3,38,152,158,155,128,151,79,184,9,5,25,3,2,2,5,30,40,23,2,2,36,1,6,14,503,542
2,2,2,4,2018093009,78,9.0,4.0,4.0,4.0,5.0,8,5.0,3.0,6.0,8.0,3.0,58,6.0,1.0,1.0,3.0,28,3.0,21.0,14.0,11,56,56,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,16,11,18,3,12,4,11,1,0,1,0,0,1,0,1,4,14,9,20,0,0,0,0,0,1,1,0,39,2,4,3,5,128,151,79,184,38,152,158,155,10,0,0,1,2,2,0,0,50,30,2,2,47,0,2,14,542,503
3,1,1,1,2018092306,46,2.0,2.0,2.0,4.0,,5,,1.0,3.0,8.0,2.0,29,6.0,1.0,2.0,2.0,11,1.0,5.0,9.0,9,23,33,0,0,1,1,1,2,0,15,0,18,0,0,0,0,1,0,0,1,0,0,0,0,2,3,1,0,11,20,10,0,8,9,6,6,6,7,5,4,0,2,0,1,0,1,0,0,6,13,8,12,0,0,0,0,1,2,0,0,28,4,4,1,2,227,49,79,128,42,113,89,169,6,5,33,0,2,0,6,41,29,22,3,1,39,0,3,11,483,413
1,2,1,1,2018092306,51,6.0,4.0,,2.0,2.0,5,1.0,8.0,1.0,5.0,4.0,41,3.0,1.0,8.0,5.0,30,3.0,13.0,8.0,16,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,7,11,14,7,5,9,9,0,1,0,0,0,2,0,1,7,5,10,9,0,0,0,0,1,2,3,1,26,2,6,5,3,42,113,89,169,227,49,79,128,5,0,0,0,0,2,0,0,41,30,1,3,31,0,7,16,413,483
