fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,num_of_,num_of_(4:03) (NO,num_of_(55-A.BROOKS) [53-NBOWMAN],num_of_(6:33) 11-ASMITH,num_of_(6:41) (SHOTGUN),num_of_(94-C.LIUGET) [99-JBOSA],num_of_(:15) (SHOTGUN),num_of_(SHOTGUN) 10-THILL,num_of_BACK TO,num_of_CENTER,num_of_CLOCK STOP,num_of_DEEP LEFT,num_of_DEEP MIDDLE,num_of_DEEP RIGHT,num_of_EXCEPTION,num_of_EXTRA POINT,num_of_FIELD GOAL,num_of_FUMBLES,num_of_INTENDED FOR,num_of_INTERCEPTED BY,num_of_KESSLER THROUGH,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT GUARD,num_of_LEFT TACKLE,num_of_LEFT TO,num_of_MIDDLE TO,num_of_MIDDLE [55-FCLARK],num_of_MIDDLE [56-SEBUKAM],num_of_MIDDLE. PENALTY,num_of_NO HUDDLE,num_of_NO HUDDLE SHOTGUN,num_of_NO PLAY,num_of_NOT LISTED,num_of_PASS,"num_of_PASS RULING,",num_of_PENALTY,num_of_PUNT,num_of_QB KNEEL,num_of_RIGHT (58-JHICKS),num_of_RIGHT END,num_of_RIGHT GUARD,num_of_RIGHT TACKLE,num_of_RIGHT TO,num_of_RIGHT. PENALTY,"num_of_RULING, AND",num_of_RUSH,num_of_SACK,num_of_SCRAMBLE,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_TIMEOUT,num_of_TWO-POINT CONVERSION,num_of_UNDER CENTER,num_of_WILDCAT,num_of_YARDS &,num_of_[33-E.GAINES]. LA-33-EGAINES,num_of_[57-N.SPENCE]. PENALTY,num_of_[58-H.LANDRY III],num_of_attempted_two_pt_conversions,num_of_completed_two_pt_conversions,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_fumbles_q1,num_of_fumbles_q2,num_of_fumbles_q3,num_of_fumbles_q4,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,number_of_first_downs_q1,number_of_first_downs_q2,number_of_first_downs_q3,number_of_first_downs_q4,number_of_successful_fourth_downs_q1,number_of_successful_fourth_downs_q2,number_of_successful_fourth_downs_q3,number_of_successful_fourth_downs_q4,number_of_successful_third_downs_q1,number_of_successful_third_downs_q2,number_of_successful_third_downs_q3,number_of_successful_third_downs_q4,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4
2,1,1,2,63,,,,,,,,,1,1,3,3,4,,3,1,,,,,6,5,2,8,,,,,,7,2,2,,44,,,4,,,3,2,6,,,,27,2,1,12,10,12,40,8,1,49,,,,,,1,1,0,3,1,2,0,7,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,10,10,0,0,11,14,13,6,7,8,8,3,0,1,0,0,0,1,1,0,10,13,11,13,0,0,0,0,2,3,4,1,36,4,5,5,3,42,142,73,161,105,123,90,67
0,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,13,,,,,,0,0,32,33,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,3,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,189,171,228,170,0,0,0,0
3,5,2,1,83,,,,,,,,,3,,6,,3,,6,2,,,,,8,5,6,10,,,,,,,4,2,,57,,,8,,,9,9,9,,,,51,4,2,21,10,17,69,,,58,,,,,,0,0,3,6,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,33,34,30,0,0,0,0,15,11,16,15,10,8,12,13,0,0,0,0,1,1,0,2,15,10,17,13,0,0,1,0,3,3,3,3,51,6,7,5,5,0,0,0,0,189,171,228,170
0,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,21,,,,,,0,0,29,37,37,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,4,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,212,139,186,174,0,0,0,0
1,3,4,4,92,,,,,,,,,,,6,6,5,,5,1,2,,,,8,4,12,9,,,,,,1,11,2,,60,,,7,2,,3,15,13,,,,56,5,2,14,12,17,72,,,60,,,,,,0,0,4,8,5,8,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,29,37,37,33,0,0,0,0,7,18,17,18,6,7,11,13,0,0,0,0,0,1,1,3,14,9,14,12,1,0,0,1,2,2,1,1,38,3,10,5,6,0,0,0,0,212,139,186,174
1,2,2,5,49,,,,,,,,,5,1,5,5,2,,2,3,,,,,8,1,6,6,,,,,,2,10,1,,52,,,4,,,,2,1,,,,21,2,6,12,15,13,61,,1,21,,,,,,1,1,2,2,1,0,0,19,15,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,15,5,5,10,8,19,3,7,5,13,1,1,0,1,0,1,0,1,9,6,1,10,0,0,0,2,2,2,0,1,22,3,4,3,6,201,102,167,8,54,77,34,120
3,1,0,2,82,,,,,,,,,8,,8,1,4,,3,3,,,,,6,1,11,3,,,,,,,7,2,,44,,,4,2,,,8,3,,,,34,3,,13,7,11,45,16,,62,,,,,,0,0,1,1,1,2,0,5,15,41,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,18,0,20,0,14,10,11,3,8,7,8,2,0,1,0,1,1,1,0,1,9,16,14,12,0,0,0,0,1,2,3,1,35,4,3,3,3,54,77,34,120,201,102,167,8
1,2,2,2,58,,,,,,,,,11,,5,,3,,2,4,,,,,7,7,5,3,,,,,,,1,2,,27,,,3,1,,3,4,2,,,,35,2,2,9,3,7,32,,,45,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,1,2,0,30,10,10,11,7,3,6,8,3,3,6,1,3,0,1,1,0,1,0,11,7,4,8,0,0,0,0,1,1,1,1,26,2,5,3,4,6,49,61,135,137,77,40,118
2,3,2,2,39,,,,,,,,,2,,4,1,,,,,,,,,1,4,,1,,,,,,2,1,1,,36,,,6,,,1,3,2,,,,13,5,,12,6,13,41,6,,21,,,,,,0,0,2,3,1,1,6,29,15,15,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,5,20,0,3,12,9,12,1,8,6,7,1,0,1,0,1,3,0,1,4,7,4,12,0,0,0,0,0,3,1,0,0,2,6,3,2,137,77,40,118,6,49,61,135
3,1,1,2,46,,,,,,,,,19,1,3,2,,,3,,,,,,3,5,,1,,,,,,3,15,1,,35,,,6,,,2,,,,,,27,3,2,13,8,9,36,,,21,,,,,,0,0,0,0,2,0,0,0,15,0,0,0,0,4,0,0,1,0,0,1,1,0,0,1,0,2,0,5,0,20,8,9,3,15,5,8,1,12,0,0,0,0,0,0,0,3,3,8,9,7,0,0,0,1,1,1,0,1,19,4,3,1,4,74,116,183,92,55,115,118,123
3,2,2,3,67,,,,,,,,,16,,3,3,2,,4,2,,,,,6,4,,,,,,,,3,23,1,,35,,,7,,,6,,,,,,26,,4,13,3,11,33,9,,32,,,,,,0,0,1,0,0,1,8,0,0,15,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,2,5,20,0,10,7,8,13,7,6,7,10,7,0,0,0,3,0,0,0,0,9,12,15,14,0,0,1,1,0,1,0,1,31,2,3,2,4,55,115,118,123,74,116,183,92
1,1,2,2,66,,,,,,,,,20,,1,2,2,,6,,1,,,,7,4,3,5,,,,,,7,5,2,,29,,,4,3,,1,3,1,,,,37,4,2,6,5,13,31,,,48,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2,1,1,5,20,0,12,10,8,6,5,8,6,4,5,0,1,0,1,1,0,2,1,16,8,8,7,0,0,0,1,2,4,1,1,47,2,5,3,4,55,87,200,151,183,123,75,53
2,2,2,2,37,,,,,,,,,3,,3,1,4,,3,,,,,,4,2,,,,,,,,,10,1,,44,,,6,,,,,,,,,5,2,7,16,2,18,48,2,,13,,,,,,0,0,4,2,0,1,21,15,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,5,0,10,10,25,8,5,13,18,5,4,8,15,1,0,2,1,0,1,0,1,6,6,10,10,0,0,0,0,0,0,2,2,21,2,2,5,4,183,123,75,53,55,87,200,151
2,5,2,4,35,,,,,,,,,2,,9,3,4,,1,2,,,,,4,4,3,2,,,,,,2,6,1,,52,,,7,,,,1,3,,,,15,2,3,15,8,13,43,,,29,,,,,,0,0,0,2,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,10,0,0,4,15,13,20,2,9,11,11,0,2,0,1,1,0,0,1,1,7,7,9,0,0,0,3,0,3,4,1,25,2,6,6,5,115,46,21,40,13,154,137,113
2,2,3,1,75,,,,,,,,,6,,2,1,1,,4,2,,,,,5,1,6,,,,,,,,,1,,21,,,5,2,,,7,6,,,,26,3,3,4,5,8,19,10,,66,,,,,,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,5,0,12,3,3,3,8,2,1,2,1,0,0,1,0,2,0,1,14,10,5,14,0,0,0,0,3,1,0,2,22,5,3,2,3,13,154,137,113,115,46,21,40
2,0,1,1,49,,,,,,,,,6,,3,,1,,2,1,,,,,5,6,6,7,,,,,,4,,,,29,,,2,2,,2,3,3,,,,33,1,2,7,5,13,25,,1,46,,,,,,1,1,0,1,1,2,0,5,9,10,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,7,3,8,6,6,2,6,0,1,1,1,1,0,0,0,7,10,5,9,1,0,0,0,3,2,0,2,25,7,2,1,3,34,68,72,96,85,164,71,86
2,1,4,2,49,,,,,,,,,4,,3,1,2,,1,4,,,,,4,2,4,2,,,,,,,5,,,40,,,4,,,1,4,1,,,,18,3,,9,9,16,43,8,,29,,,,,,0,0,1,0,1,1,11,0,15,30,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,5,8,13,14,1,6,5,7,1,0,0,0,0,1,1,1,4,13,8,11,0,0,2,0,0,2,0,1,16,2,3,4,3,85,164,71,86,34,68,72,96
0,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,13,,,,,,0,0,30,36,33,40,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,3,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,128,225,189,171,0,0,0,0
3,3,3,5,78,,,,,,,,,9,,8,3,2,,4,3,,,,,8,1,7,3,,,,,,,11,6,,82,,,9,3,,6,5,7,,,,38,4,3,26,24,19,93,,,44,,,,,,0,0,3,5,2,7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,30,36,33,40,0,0,0,0,16,18,18,30,11,14,12,21,0,0,0,0,1,1,0,2,7,17,15,8,0,0,0,0,2,4,3,4,34,10,7,7,10,0,0,0,0,128,225,189,171
5,5,0,1,48,,,,,,,,,9,,4,,1,,2,1,,,,,4,1,,8,,,,,,,,3,,32,,,7,,,4,,6,,,,28,2,1,14,2,11,36,,,36,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,5,0,0,10,25,0,0,6,10,8,8,3,5,8,6,0,1,0,3,1,1,0,0,3,3,9,10,0,0,0,0,0,0,1,2,17,3,3,1,3,79,139,120,57,29,71,72,111
2,3,2,1,56,,,,,,,,,9,1,6,1,6,,1,5,,,,,5,2,,1,,,,,,1,2,,,30,,,3,,,3,,2,,,,17,4,6,6,4,7,52,7,,19,,,,,,0,0,1,1,0,2,0,5,0,33,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,10,10,0,5,11,9,5,4,5,5,3,1,1,0,0,0,1,0,3,6,13,8,10,0,0,0,1,0,1,0,0,25,2,4,2,3,29,71,72,111,79,139,120,57
0,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,23,,,,,,0,0,30,37,35,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,0,0,0,0,6,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,111,161,105,106,0,0,0,0
4,4,5,6,101,,,,,,,,,2,1,5,,6,,2,6,,,,,10,3,14,7,,,,,,1,7,2,,54,,,9,2,,2,12,10,,,,50,14,5,21,7,15,73,,,59,,,,,,0,0,6,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,37,35,41,0,0,0,0,13,15,14,12,8,10,7,2,0,0,0,0,3,4,5,2,9,14,7,11,0,0,0,1,2,4,2,2,32,6,9,9,8,0,0,0,0,111,161,105,106
0,1,0,2,51,,,,,,,,,5,,,2,6,,5,,,,,,6,5,5,,,,,,,2,,1,,29,,,3,4,,6,2,3,,,,26,3,3,8,3,10,28,,,47,,,,,,0,0,0,1,1,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,5,0,20,0,3,7,12,7,3,5,9,5,0,0,0,1,0,1,1,1,8,7,11,6,0,0,0,0,1,0,4,0,35,1,1,4,4,110,92,50,101,75,53,165,44
0,3,1,2,48,,,,,,,,,3,,4,,1,,2,1,1,,,,4,3,1,1,,,,,,,3,2,,36,,,3,,,2,4,3,,,,17,1,2,13,10,8,33,8,,41,,,,,,0,0,1,0,3,1,5,0,30,4,0,0,1,1,0,0,0,0,0,0,0,1,2,2,0,1,15,19,0,5,7,9,5,15,7,6,3,11,0,1,1,1,0,0,0,1,9,14,5,11,0,0,0,0,2,0,1,1,17,2,2,2,3,75,53,165,44,110,92,50,101
2,2,2,1,42,,,,,,,,,6,,1,1,6,,,2,,,,,3,2,3,2,,,,,,3,14,1,,26,,,4,1,,4,2,4,,,,23,2,5,8,,10,34,,1,11,,,,,,1,1,1,0,1,4,10,0,5,37,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,12,5,4,5,7,1,1,3,0,0,0,0,0,0,1,1,8,1,4,7,0,0,0,0,4,0,1,0,17,7,2,3,1,14,144,55,95,153,87,52,72
3,2,1,1,65,,,,,,,,,14,,1,,2,,2,1,1,,,,4,5,1,1,,,,,,,2,1,,31,,,5,3,,6,3,2,,,,32,,3,15,5,8,23,6,,61,,,,,,0,0,2,1,1,2,10,10,10,15,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,7,13,7,4,3,11,6,2,0,0,1,1,0,0,0,0,2,15,6,15,0,1,0,0,0,2,1,3,23,3,4,2,6,153,87,52,72,14,144,55,95
0,2,1,4,43,,,,,,,,,1,,8,1,2,,,3,,,,,3,2,2,4,,,,,,8,2,,,37,,,1,1,,5,9,6,,,,29,4,2,11,2,13,39,,,27,,,,,,0,0,2,0,1,1,19,0,10,5,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,2,0,8,25,10,2,5,9,21,2,4,7,11,1,2,0,0,0,0,1,3,2,5,4,7,0,0,0,1,0,1,1,3,6,0,4,2,7,100,58,95,13,31,92,116,141
2,3,1,3,59,,,,,,,,,7,,2,1,,,2,4,,,,,7,4,4,1,,,,,,,2,1,,32,,,5,,,,6,2,,,,24,3,,18,5,6,28,6,,48,,,,,,0,0,0,0,2,1,0,0,24,5,0,1,0,0,2,1,1,0,0,0,0,0,1,1,1,0,5,10,10,0,12,11,5,4,10,8,4,1,0,0,1,3,1,2,0,0,12,9,9,7,0,0,0,0,1,1,0,1,25,3,4,1,4,31,92,116,141,100,58,95,13
1,1,3,2,46,,,,,,,,,6,,2,4,6,,7,,,,,,8,,,3,,,,,,1,1,1,,38,,,5,3,,5,3,1,,,,18,3,1,11,5,10,22,,,56,,,,,,0,0,0,3,1,1,0,25,8,15,1,0,1,0,0,0,1,2,0,0,0,0,2,0,1,1,20,0,5,10,11,12,8,7,7,8,4,5,0,1,0,0,1,0,1,1,8,12,6,8,0,0,1,0,1,2,1,0,36,3,3,3,3,38,127,138,94,140,126,23,60
4,1,1,3,48,,,,,,,,,6,,1,,2,,2,1,1,,,,4,1,,1,,,,,,10,1,2,,50,,,5,,,4,2,4,,,,18,1,1,14,11,22,42,5,1,36,,,,,,1,1,0,1,2,0,0,21,13,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,5,5,5,0,7,15,16,12,5,11,13,9,1,0,1,1,0,1,0,0,4,16,13,6,0,0,1,0,1,2,3,1,37,4,4,4,4,140,126,23,60,38,127,138,94
0,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,25,,,,,,0,0,36,42,33,41,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,8,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,252,310,241,150,0,0,0,0
2,3,2,7,93,,,,,,,,,21,,3,3,4,,8,5,,,,,13,6,1,6,,,,,,1,32,4,,69,,,10,,,5,1,3,,,,43,4,5,23,16,20,54,,,60,,,,,,0,0,8,7,6,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,36,42,33,41,0,0,0,0,16,16,14,23,14,14,10,15,0,0,0,0,0,1,0,3,20,21,16,9,0,0,0,1,2,1,1,1,67,6,4,4,8,0,0,0,0,252,310,241,150
0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,11,,,,,,0,0,34,42,32,35,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,276,262,267,133,0,0,0,0
0,3,2,2,97,,,,,,,,,6,1,1,7,4,,8,1,,,,,13,7,6,1,,,,,,1,,1,,59,,,6,1,,17,17,5,,,,59,2,2,18,19,10,104,,3,44,,,,,,3,3,2,5,3,5,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,1,34,42,32,35,0,0,0,0,15,20,13,11,12,16,12,8,0,0,0,0,0,0,1,1,21,20,16,17,0,0,0,1,4,1,1,3,73,4,5,4,5,0,0,0,0,276,262,267,133
0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,8,,,,,,0,0,32,51,37,34,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,198,362,157,152,0,0,0,0
2,4,3,3,92,,,,,,,,,12,,5,2,5,,7,3,1,,,,12,8,9,2,,,,,,3,12,2,,72,,,7,3,,8,4,4,,,,47,1,8,20,12,28,86,,1,53,,,,,,1,1,2,6,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,32,51,37,34,0,0,0,0,20,24,17,11,15,18,11,7,0,0,0,0,0,0,1,0,12,25,13,13,0,0,0,1,5,3,3,2,64,9,7,7,6,0,0,0,0,198,362,157,152
0,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,12,,,,,,0,0,34,41,31,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,159,278,168,334,0,0,0,0
4,4,2,4,106,,,,,,,,,15,,8,2,3,,7,6,,,,,14,6,6,2,,,,,,4,26,4,,76,,,9,1,,4,14,8,,,,55,6,4,22,19,22,52,,,85,,,,,,0,0,3,4,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,41,31,44,0,0,0,0,15,16,15,23,10,11,11,17,0,0,0,0,0,4,0,1,8,20,15,19,0,0,0,0,3,1,3,4,75,8,4,5,7,0,0,0,0,159,278,168,334
0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,10,,,,,,0,0,39,39,31,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,3,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,187,179,188,186,0,0,0,0
4,5,4,4,78,,,,,,,,,11,,3,5,12,,3,7,,,,,10,7,5,6,,,,,,4,9,3,,91,,,10,4,,3,3,,,,,35,5,1,23,21,27,68,,,72,,,,,,0,0,3,4,1,6,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,39,39,31,45,0,0,0,0,24,26,14,27,15,17,11,15,0,0,0,0,1,2,2,0,11,11,14,15,0,0,0,0,3,3,2,4,36,9,8,5,9,0,0,0,0,187,179,188,186
1,3,0,1,50,,,,,,,,,5,,2,1,2,,3,1,,,,,5,6,5,3,,,,,,,1,1,,36,,,3,3,,3,3,4,,,,29,3,2,17,7,7,32,,,49,,,,,,0,0,1,3,2,0,0,25,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,10,10,0,11,10,7,8,8,6,5,5,1,1,1,1,0,3,0,0,9,4,10,11,0,0,0,0,2,0,1,2,24,3,4,1,4,35,78,20,65,124,61,129,126
2,2,3,2,53,,,,,,,,,3,1,2,,3,,1,1,1,,,,3,2,5,5,,,,,,1,7,1,,31,,,7,,,,1,2,,,,18,4,,10,7,9,36,9,,29,,,,,,0,0,1,0,2,0,5,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,10,5,10,0,4,8,9,10,3,6,3,7,0,3,0,0,1,1,1,1,4,13,3,12,0,0,0,0,0,0,1,0,9,2,3,4,2,124,61,129,126,35,78,20,65
1,2,2,1,37,,,,,,,,,3,,5,1,4,,,4,,,,,5,4,6,1,,,,,,1,1,3,,47,,,1,,,2,1,2,,,,19,2,2,13,8,16,46,,1,31,,,,,,1,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,8,2,1,0,75,15,0,5,17,19,6,5,15,13,5,0,0,1,1,0,1,0,1,6,10,9,6,0,0,1,0,0,3,2,0,29,1,6,5,1,200,85,61,83,75,148,207,71
1,1,2,1,59,,,,,,,,,7,,2,,1,,2,2,,,,,4,2,5,1,,,,,,2,5,1,,29,,,2,,,7,4,5,,,,31,2,,13,4,9,38,8,,36,,,,,,0,0,0,3,2,1,0,28,5,10,0,0,0,1,1,1,1,0,1,0,0,0,0,2,1,0,0,15,5,0,12,6,3,8,10,4,3,7,0,1,0,1,0,0,1,1,19,9,7,11,0,0,0,0,3,0,0,3,20,4,2,1,5,75,148,207,71,200,85,61,83
0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,11,,,,,,0,0,31,36,28,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,185,211,124,170,0,0,0,0
1,2,2,3,95,,,,,,,,,10,,2,2,4,,7,2,,,,,10,5,11,1,,,,,,1,4,1,,53,,,6,3,,10,15,4,,,,56,3,7,20,7,18,72,,,63,,,,,,0,0,2,6,2,5,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,31,36,28,35,0,0,0,0,13,12,12,16,13,9,9,9,0,0,0,0,1,1,0,1,16,16,10,14,0,0,0,0,4,4,2,3,52,5,6,5,9,0,0,0,0,185,211,124,170
2,2,1,3,47,,,,,,,,,5,,1,2,5,,2,4,1,,,,7,2,5,4,,,,,,,5,3,,39,,,4,,,1,5,1,,,,23,2,1,14,9,8,36,,,37,,,,,,0,0,1,1,1,1,0,0,15,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,5,20,0,0,5,13,12,9,4,10,10,6,0,1,1,0,1,0,1,0,4,9,9,9,0,1,0,0,1,1,2,1,32,4,5,3,4,92,81,48,125,36,116,132,154
1,1,2,2,44,,,,,,,,,1,,5,,4,,2,1,,,,,4,2,3,1,,,,,,3,7,1,,40,,,4,,,2,3,2,,,,14,2,,15,8,8,39,9,,26,,,,,,0,0,1,2,0,0,8,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,10,0,5,0,11,6,8,15,9,4,5,10,1,0,1,0,0,1,1,0,8,12,5,15,0,0,0,0,3,1,1,1,17,4,2,3,3,36,116,132,154,92,81,48,125
3,2,2,2,35,,,,,,,,,4,,1,1,1,,,,,,,,1,,3,1,,,,,,,8,2,,47,,,5,1,,1,4,3,,,,16,6,4,17,9,18,54,,,15,,,,,,0,0,1,0,2,1,10,0,30,8,0,1,0,0,0,1,0,0,1,0,0,0,2,2,1,0,10,10,5,0,11,17,12,7,6,12,7,3,0,0,1,0,3,1,0,2,4,5,3,2,0,0,0,0,1,3,2,2,0,4,6,5,5,114,43,96,72,70,123,42,29
1,3,2,0,65,,,,,,,,,1,,6,,1,,5,1,,,,,6,3,7,5,,,,,,1,5,2,,33,,,4,2,,1,8,1,,,,26,1,3,14,7,5,36,8,,47,,,,,,0,0,1,2,0,1,15,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3,1,0,0,17,0,0,8,8,12,5,4,4,7,3,3,1,0,2,0,0,1,0,12,10,10,13,0,0,1,0,2,1,2,2,41,3,4,4,2,70,123,42,29,114,43,96,72
2,3,2,2,43,,,,,,,,,1,1,2,2,8,,3,4,,,,,6,3,4,2,,,,,,,17,1,,47,,,5,,,6,3,,,,,19,1,3,7,8,20,45,,,20,,,,,,0,0,1,1,4,0,8,9,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,20,10,0,7,14,7,19,5,12,4,15,2,1,0,1,1,0,0,0,2,14,3,11,0,1,0,1,0,3,0,1,30,2,5,3,5,114,86,142,67,48,143,47,185
