fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,num_of_,num_of_(4:03) (NO,num_of_(55-A.BROOKS) [53-NBOWMAN],num_of_(6:33) 11-ASMITH,num_of_(6:41) (SHOTGUN),num_of_(94-C.LIUGET) [99-JBOSA],num_of_(:15) (SHOTGUN),num_of_(SHOTGUN) 10-THILL,num_of_BACK TO,num_of_CENTER,num_of_CLOCK STOP,num_of_DEEP LEFT,num_of_DEEP MIDDLE,num_of_DEEP RIGHT,num_of_EXCEPTION,num_of_EXTRA POINT,num_of_FIELD GOAL,num_of_FUMBLES,num_of_INTENDED FOR,num_of_INTERCEPTED BY,num_of_KESSLER THROUGH,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT GUARD,num_of_LEFT TACKLE,num_of_LEFT TO,num_of_MIDDLE TO,num_of_MIDDLE [55-FCLARK],num_of_MIDDLE [56-SEBUKAM],num_of_MIDDLE. PENALTY,num_of_NO HUDDLE,num_of_NO HUDDLE SHOTGUN,num_of_NO PLAY,num_of_NOT LISTED,num_of_PASS,"num_of_PASS RULING,",num_of_PENALTY,num_of_PUNT,num_of_QB KNEEL,num_of_RIGHT (58-JHICKS),num_of_RIGHT END,num_of_RIGHT GUARD,num_of_RIGHT TACKLE,num_of_RIGHT TO,num_of_RIGHT. PENALTY,"num_of_RULING, AND",num_of_RUSH,num_of_SACK,num_of_SCRAMBLE,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_TIMEOUT,num_of_TWO-POINT CONVERSION,num_of_UNDER CENTER,num_of_WILDCAT,num_of_YARDS &,num_of_[33-E.GAINES]. LA-33-EGAINES,num_of_[57-N.SPENCE]. PENALTY,num_of_[58-H.LANDRY III],num_of_attempted_two_pt_conversions,num_of_completed_two_pt_conversions,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_fumbles_q1,num_of_fumbles_q2,num_of_fumbles_q3,num_of_fumbles_q4,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,number_of_first_downs_q1,number_of_first_downs_q2,number_of_first_downs_q3,number_of_first_downs_q4,number_of_successful_fourth_downs_q1,number_of_successful_fourth_downs_q2,number_of_successful_fourth_downs_q3,number_of_successful_fourth_downs_q4,number_of_successful_third_downs_q1,number_of_successful_third_downs_q2,number_of_successful_third_downs_q3,number_of_successful_third_downs_q4,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4
0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,9,,,,,,0,0,35,42,38,36,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,227,197,140,124,0,0,0,0
3,4,6,4,86,,,,,,,,,3,,4,6,6,,5,2,,,,,9,6,10,14,,,,,,12,44,1,,77,,,13,2,,3,7,4,,,,47,4,3,20,12,29,37,,,55,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,3,3,2,10,20,25,5,20,26,15,16,16,17,6,9,0,0,0,0,0,2,0,2,15,15,10,9,0,0,0,1,2,4,1,3,41,5,8,8,9,0,0,0,0,227,197,140,124
1,1,1,3,46,,,,,,,,,,,2,3,2,,3,2,,,,,6,2,3,6,,,,,,,1,,,27,,,4,1,,2,6,8,,,,27,,3,8,3,9,29,,,37,,,,,,0,0,1,1,0,0,33,45,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,5,10,10,15,6,11,4,6,6,6,3,2,0,0,0,0,0,0,0,0,8,12,6,1,0,0,0,0,1,2,2,0,27,2,4,3,3,102,70,61,220,100,149,124,28
1,4,1,2,53,,,,,,,,,,,6,2,3,,3,,2,,,,4,3,6,3,,,,,,,10,1,,57,,,5,,,1,6,2,,,,21,,,13,15,18,48,6,,45,,,,,,0,0,0,2,1,0,0,10,8,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,2,0,15,0,15,10,9,5,33,4,5,4,18,0,0,0,0,0,0,0,0,11,6,6,27,0,0,0,1,3,0,1,5,21,4,3,3,7,100,149,124,28,102,70,61,220
0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,10,,,,,,0,0,31,49,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,1,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,93,235,88,222,0,0,0,0
4,6,6,4,95,,,,,,,,,,1,8,5,9,5,5,2,,,,,8,1,13,5,,,,,,11,23,6,,74,,,17,2,,4,17,1,,,,41,8,,21,11,20,63,,,53,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,4,1,3,5,55,0,30,16,26,12,20,10,13,6,12,0,0,0,0,1,1,1,5,6,16,4,17,0,1,0,0,3,1,0,2,46,8,8,7,6,0,0,0,0,93,235,88,222
0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,10,,,,,,0,0,34,42,37,43,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,93,198,161,157,0,0,0,0
5,6,6,5,92,,,,,,,,,12,,4,6,7,,3,7,,,,,12,4,7,5,,,,,,,5,3,,83,,,13,2,,7,5,8,,,,48,2,2,32,13,21,85,,,65,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,5,2,5,0,29,26,31,14,20,18,31,9,11,10,16,0,0,0,0,1,1,0,0,6,14,12,13,0,0,0,0,3,0,2,2,48,8,8,7,9,0,0,0,0,93,198,161,157
0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,11,,,,,,0,0,40,45,31,53,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,216,224,139,225,0,0,0,0
4,3,3,8,88,,,,,,,,,23,1,9,2,9,,4,5,,,,,11,14,1,1,,,,,,3,31,3,,88,,,8,1,,12,1,,,,,52,,3,34,8,26,55,,,74,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,1,2,2,0,15,25,10,14,26,14,34,7,19,8,21,0,0,0,0,0,0,0,0,15,16,8,15,0,0,0,1,3,7,2,4,43,7,11,6,11,0,0,0,0,216,224,139,225
1,3,1,1,52,,,,,,,,,5,,3,,1,,4,4,,,,,9,1,4,9,,,,,,,1,2,,39,,,1,,,4,1,3,,,,27,3,2,18,7,10,50,,,35,,,,,,0,0,2,1,0,0,12,10,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,5,5,5,0,10,15,6,8,8,9,6,6,0,0,0,0,0,2,1,0,11,14,5,10,0,0,0,0,1,1,1,4,40,2,5,2,5,59,69,155,60,133,184,106,119
2,2,2,1,47,,,,,,,,,10,,3,4,4,,1,,,,,,2,3,2,1,,,,,,,,1,,35,,,6,,,3,1,2,,,,22,,1,11,7,6,52,8,,21,,,,,,0,0,0,0,1,1,0,0,15,8,0,1,0,0,0,1,0,0,1,0,1,0,2,2,3,0,20,10,10,0,7,9,15,4,4,4,8,1,0,2,1,0,0,0,0,0,5,11,10,7,0,0,0,0,0,1,3,1,7,3,3,5,2,133,184,106,119,59,69,155,60
3,1,1,4,48,,,,,,,,,5,,1,,1,,2,3,1,,,,6,4,3,3,,,,,,,14,2,,48,,,7,,,7,2,,,,,24,3,,20,12,14,47,,,25,,,,,,0,0,1,0,0,0,5,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,1,1,0,15,10,10,8,15,12,13,6,11,10,7,1,0,0,1,0,1,0,2,4,9,7,6,0,0,0,0,0,2,3,1,23,3,5,4,5,136,76,50,158,54,104,83,79
1,2,3,3,69,,,,,,,,,15,,4,1,6,,2,3,1,,,,6,3,1,5,,,,,,2,6,1,,41,,,6,,,2,2,2,,,,30,2,3,10,7,13,45,8,,45,,,,,,0,0,2,3,2,1,5,14,20,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,2,5,0,15,15,8,6,6,16,3,3,3,6,0,1,0,2,1,0,0,1,10,10,5,15,0,0,0,0,2,0,1,1,29,3,2,4,5,54,104,83,79,136,76,50,158
3,1,1,3,46,,,,,,,,,,,,2,5,,2,2,,,,,5,2,8,6,,,,,,,2,1,,31,,,6,,,2,5,5,,,,28,1,1,8,6,10,39,,,29,,,,,,0,0,1,1,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,8,9,10,4,4,6,7,3,1,3,0,1,0,0,1,0,5,9,7,5,0,0,0,0,0,2,4,1,20,4,3,5,3,51,32,52,111,120,114,92,77
4,2,1,3,49,,,,,,,,,,,3,1,2,,1,1,,,,,3,,3,2,,,,,,1,9,,,38,,,7,,,2,7,3,,,,17,5,,10,7,15,38,5,,28,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,8,8,8,14,3,5,5,10,0,0,1,0,1,3,0,1,3,9,6,14,0,0,0,2,0,2,0,0,10,4,5,1,3,120,114,92,77,51,32,52,111
3,4,2,3,41,,,,,,,,,1,,4,10,3,1,2,,1,1,,,4,,4,2,,,,,,6,36,4,,48,,,10,1,,1,6,1,,,,15,2,1,5,8,17,21,,,17,,,,,,0,0,0,7,0,0,0,54,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,2,1,3,10,20,5,10,8,7,4,29,4,3,2,17,0,0,2,1,0,0,0,2,1,0,2,16,0,0,0,1,0,0,0,4,20,3,5,2,7,179,90,48,4,44,19,3,209
1,7,5,2,69,,,,,,,,,,1,2,1,1,2,1,2,1,,,,5,1,10,3,,,,,,,2,2,,35,,,11,2,,,9,1,,,,24,3,1,5,14,12,36,7,1,51,,,,,,1,1,1,1,0,1,11,13,0,5,0,1,1,0,0,0,1,0,1,0,0,0,2,2,3,0,15,20,30,0,9,16,8,2,6,9,6,1,0,0,0,2,0,0,2,1,9,11,4,7,0,0,0,0,2,2,2,0,15,5,8,6,2,44,19,3,209,179,90,48,4
1,0,0,3,59,,,,,,,,,,,2,,3,,5,,,,,,6,5,4,8,,,,,,,,2,,29,,,2,3,,4,6,12,,,,39,,2,6,5,13,27,,,59,,,,,,0,0,1,2,1,0,0,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,15,5,10,9,5,4,8,6,4,1,0,3,0,0,0,0,0,8,14,12,6,0,0,0,2,1,3,1,3,35,3,3,2,6,100,66,20,6,75,141,135,92
3,2,2,1,41,,,,,,,,,1,,2,1,2,5,1,2,,,,,3,1,1,2,,,,,,5,20,1,,27,,,5,,,,2,,,,,7,4,1,10,1,11,13,5,,20,,,,,,0,0,1,1,4,0,5,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,9,5,2,7,7,3,2,0,0,0,0,1,0,3,0,9,8,4,5,1,0,0,0,0,0,1,0,10,3,2,3,1,75,141,135,92,100,66,20,6
0,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,12,,,,,,0,0,35,41,36,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,1,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,50,131,204,169,0,0,0,0
5,5,2,5,93,,,,,,,,,14,1,3,3,3,,6,3,,,,,9,7,3,7,,,,,,3,17,6,,74,,,8,2,,3,7,7,,,,48,8,2,21,19,25,67,,,69,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,10,5,15,5,14,23,18,19,8,14,10,11,0,0,0,0,2,2,0,4,6,13,17,14,0,1,1,2,2,3,3,4,42,9,9,6,9,0,0,0,0,50,131,204,169
0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,10,,,,,,0,0,31,40,32,42,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,198,162,223,0,0,0,0
5,4,5,5,92,,,,,,,,,14,,6,2,6,,2,4,,,,,7,11,9,5,,,,,,11,27,1,,64,,,15,,,8,7,3,,,,57,5,,16,15,19,51,,1,48,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,2,1,10,10,20,2,11,21,11,21,7,15,6,14,0,0,0,0,2,1,1,1,7,13,6,17,0,0,0,0,2,5,1,3,29,8,9,6,8,0,0,0,0,95,198,162,223
3,3,3,3,45,,,,,,,,,7,,3,1,1,,1,4,,,,,6,6,2,1,,,,,,,,3,,34,,,7,3,,,3,,,,,19,2,,9,7,13,37,,,31,,,,,,0,0,1,2,0,1,10,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,10,10,0,15,8,10,9,7,3,6,7,4,0,1,1,0,0,0,0,2,7,3,3,4,1,0,0,0,0,0,0,1,19,3,4,3,5,123,122,60,168,88,38,42,66
2,2,2,1,56,,,,,,,,,13,,9,2,2,,2,1,,,,,3,3,1,3,,,,,,,8,,,43,,,4,,,1,3,4,,,,28,2,4,15,4,11,52,6,,31,,,,,,0,0,1,1,0,0,8,5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,2,0,0,13,20,0,9,11,9,14,5,6,4,8,0,0,0,2,0,1,1,0,8,12,5,15,0,0,0,0,1,2,2,0,14,3,5,5,1,88,38,42,66,123,122,60,168
0,2,1,3,39,,,,,,,,,6,,5,2,3,,2,,,,,,6,,5,1,,,,,,4,14,1,,53,,,3,,,,4,6,,,,22,2,1,11,13,19,42,,2,29,,,,,,2,2,1,2,1,0,0,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,34,20,0,20,13,10,7,23,9,6,3,17,0,2,0,0,0,1,0,1,10,7,3,15,0,0,0,2,4,0,1,3,34,6,2,3,4,96,137,169,69,162,73,50,166
1,1,0,1,65,,,,,,,,,6,,3,4,4,,4,3,2,,,,9,4,6,1,,,,,,5,3,1,,36,,,,2,,4,7,2,,,,30,2,,11,8,6,19,5,1,68,,,,,,1,1,1,3,1,0,5,10,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,7,12,13,4,4,8,11,3,0,1,0,1,0,2,0,0,9,17,16,12,0,0,0,0,2,1,2,1,43,3,3,3,2,162,73,50,166,96,137,169,69
2,2,2,3,58,,,,,,,,1,9,,3,,4,,1,2,,,,,4,4,5,7,,,,,,,,1,,24,,,7,3,,,4,7,,,,36,2,2,9,2,5,32,,,41,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,40,0,15,7,10,2,5,3,5,0,1,1,0,1,1,0,1,0,1,9,10,2,1,0,0,0,0,2,6,0,0,19,4,9,2,4,34,76,142,119,87,101,37,29
3,1,2,2,38,,,,,,,,,1,,3,,5,,1,1,,,,,3,2,2,2,,,,,,,6,1,,54,,,5,,,,,2,,,,9,3,,25,7,14,34,9,,43,,,,,,0,0,0,3,1,0,0,27,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,10,15,25,7,12,13,22,5,8,10,14,0,1,0,1,1,0,1,1,3,10,9,18,0,0,1,0,0,0,1,2,10,3,1,4,4,87,101,37,29,34,76,142,119
1,3,1,2,44,,,,,,,,,5,,2,2,5,,2,3,,,,,8,,5,5,,,,,,,,3,,34,,,4,,,,1,2,,,,18,3,3,8,9,8,47,,,24,,,,,,0,0,3,1,1,1,35,15,5,2,1,1,0,0,0,0,0,0,0,0,1,1,1,3,0,2,5,5,0,10,13,5,7,9,8,4,4,6,0,1,0,0,1,1,0,1,9,3,4,8,0,0,0,0,2,1,0,0,41,5,3,2,3,60,87,70,70,117,82,67,87
0,1,4,2,60,,,,,,,,,4,,2,,1,,3,3,,,,,6,1,4,7,,,,,,,1,2,,31,,,4,1,,4,3,7,,,,30,1,,12,2,14,28,4,,53,,,,,,0,0,3,1,2,1,24,10,5,26,1,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,5,0,3,12,9,7,3,9,5,1,1,1,0,1,0,1,0,0,7,12,8,9,0,0,0,0,0,3,1,1,24,0,4,4,4,117,82,67,87,60,87,70,70
2,2,1,3,44,,,,,,,,,13,,3,,3,,2,2,,,,,5,2,3,,,,,,,2,6,4,,42,,,4,,,3,1,3,,,,25,2,,14,10,12,43,,,29,,,,,,0,0,0,2,0,1,0,6,0,5,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,10,15,5,0,13,3,10,16,9,3,8,12,0,0,0,0,0,1,1,0,7,1,10,9,0,0,0,1,2,0,3,2,16,4,2,5,6,66,135,5,73,106,2,91,141
2,0,3,2,54,,,,,,,,,6,1,,2,4,,1,3,,,,,4,9,2,2,,,,,,,,1,,39,,,5,,,4,1,1,,,,25,1,,19,6,8,47,6,,34,,,,,,0,0,0,0,2,2,0,0,22,20,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,15,0,0,5,14,5,8,3,12,1,5,0,1,1,0,0,0,0,0,5,14,2,10,0,0,0,0,1,3,0,1,22,3,4,3,3,106,2,91,141,66,135,5,73
1,4,1,5,43,,,,,,,,,1,,4,5,6,,2,4,,,,,6,6,3,2,,,,,,1,15,,,47,,,3,,,5,2,7,,,,26,2,,15,7,10,44,,,23,,,,,,0,0,0,3,2,0,0,27,16,0,0,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,11,10,11,15,8,5,9,7,1,0,0,0,0,2,0,0,10,6,9,5,0,0,0,1,2,0,1,1,23,4,3,2,6,83,94,79,53,154,118,127,76
2,4,1,1,53,,,,,,,,,5,,2,2,5,,4,,,,,,5,,3,2,,,,,,7,30,3,,39,,,7,2,,1,7,4,,,,22,1,,12,10,8,16,3,,29,,,,,,0,0,0,0,1,1,0,0,5,0,0,0,0,0,2,0,0,0,0,1,0,2,0,3,2,0,0,20,5,0,8,17,8,6,6,9,5,4,0,2,0,0,1,0,0,0,8,8,8,7,0,0,0,0,1,1,2,0,28,3,6,4,2,154,118,127,76,83,94,79,53
1,2,1,3,50,,,,,,,,,4,,5,,2,,5,2,,,,,7,4,4,5,,,,,,2,7,,,27,,,4,3,,9,1,1,,,,28,1,,12,3,5,40,,,22,,,,,,0,0,0,1,2,0,0,5,15,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,1,0,0,0,15,4,13,7,3,3,10,5,1,0,1,1,1,0,0,1,0,5,12,7,4,0,0,0,0,1,2,2,0,38,2,4,3,3,73,110,83,174,114,151,32,46
2,2,1,1,49,,,,,,,,,14,,7,2,3,,1,1,,,,,3,1,2,3,,,,,,,8,2,,41,,,4,,,3,,,,,,23,3,4,9,9,11,39,2,,35,,,,,,0,0,1,0,2,2,5,0,18,25,0,0,0,1,0,0,0,0,0,2,2,1,0,1,1,1,0,0,5,10,6,11,8,16,4,6,6,12,0,0,1,0,0,1,1,1,7,9,5,17,0,0,0,0,2,1,1,2,10,4,3,2,3,114,151,32,46,73,110,83,174
0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,10,,,,,,0,0,40,48,38,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,306,424,185,203,0,0,0,0
2,3,4,4,96,,,,,,,,,19,,7,3,6,,7,6,1,,,,13,2,7,7,,,,,,,46,2,,84,,,6,2,,2,9,9,,,,55,2,2,31,9,28,46,,,76,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,1,1,10,15,10,5,23,24,18,19,15,19,12,10,0,0,0,0,0,0,2,0,21,23,11,15,0,0,0,0,4,3,4,2,64,7,6,8,6,0,0,0,0,306,424,185,203
0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,9,,,,,,0,0,39,46,29,44,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,205,174,129,275,0,0,0,0
3,4,2,4,87,,,,,,,,,6,,6,4,7,,6,4,,,,,12,8,1,6,,,,,,1,29,1,,82,,,9,4,,6,5,4,,,,36,5,8,24,20,21,63,,1,63,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,2,0,1,2,10,0,5,20,20,21,16,25,13,10,12,18,0,0,0,0,1,2,1,1,18,16,9,21,0,0,0,0,4,4,2,2,57,7,8,6,6,0,0,0,0,205,174,129,275
5,3,4,1,46,,,,,,,,,,,3,,1,,,2,,,,,3,5,3,1,,,,,,,,2,,31,,,10,,,3,5,5,,,,22,7,,13,2,12,45,,,22,,,,,,0,0,1,2,0,1,3,20,0,8,0,0,3,2,0,1,0,1,1,1,0,1,2,2,1,1,5,15,5,5,5,10,8,8,4,8,4,5,0,1,0,0,2,0,4,1,1,5,2,4,0,0,1,0,0,1,0,1,18,3,4,4,3,86,140,115,26,-6,146,-1,117
3,2,1,3,58,,,,,,,,,5,,6,2,4,1,5,4,,,,,8,5,4,4,,,,,,,1,,,44,,,4,,,3,1,2,,,,24,1,,10,9,13,32,6,,59,,,,,,0,0,2,0,0,1,20,0,0,21,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,10,13,16,5,10,7,9,4,5,2,0,4,1,0,1,0,0,6,15,14,8,0,0,1,0,1,2,1,1,41,4,4,2,5,-6,146,-1,117,86,140,115,26
2,3,0,2,65,,,,,,,,,20,,2,1,1,,5,3,,,,,9,2,4,3,,,,,,,,3,,38,,,3,3,,4,2,2,,,,37,2,,15,9,10,62,,,35,,,,,,0,0,0,2,2,3,0,28,10,11,0,0,0,0,0,1,0,1,0,0,0,0,4,3,1,1,26,22,5,5,17,6,10,5,15,3,5,3,0,0,0,0,0,1,1,0,14,9,10,8,0,0,0,0,2,0,1,2,31,3,3,3,4,11,165,102,190,181,118,51,141
2,2,1,0,56,,,,,,,,,8,1,8,1,3,,5,,,,,,6,2,1,1,,,,,,,,2,,44,,,4,,,6,,2,,,,20,,,14,9,9,49,12,,44,,,,,,0,0,2,2,3,0,15,20,17,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,5,0,2,13,10,19,0,10,6,14,0,1,1,0,0,0,0,0,3,20,9,20,0,1,0,0,0,1,0,5,47,2,3,1,5,181,118,51,141,11,165,102,190
1,1,1,2,35,,,,,,,,,2,,1,3,5,,4,1,,,,,6,,,1,,,,,,,1,2,,29,,,4,1,,4,,5,,,,12,4,1,6,4,10,26,,,33,,,,,,0,0,0,4,0,2,0,25,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,20,0,10,6,12,3,8,5,9,2,5,1,1,0,3,0,1,1,2,7,15,3,2,0,0,0,0,0,1,1,0,31,1,2,2,3,83,125,167,88,108,132,18,23
0,3,0,2,80,,,,,,,,,7,1,1,2,4,,2,3,,,,,5,8,1,5,,,,,,,1,5,,40,,,3,,,4,3,6,,,,34,5,4,13,8,12,78,10,1,32,,,,,,1,1,1,2,0,1,5,24,0,24,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,1,5,26,20,11,6,15,12,7,5,8,11,5,0,1,1,2,1,1,0,3,14,13,10,15,0,0,0,0,5,1,3,3,25,5,6,3,6,108,132,18,23,83,125,167,88
2,2,2,1,28,,,,,,,,,3,,2,2,1,2,1,,,,,,2,1,2,,,,,,,1,4,,,32,,,7,,,3,2,,,,,11,4,1,6,8,13,26,,,22,,,,,,0,0,2,1,0,1,20,15,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,6,11,8,7,3,7,5,4,1,1,0,0,1,0,1,2,3,6,2,3,0,0,0,0,1,0,0,1,7,3,2,3,2,64,108,132,117,36,72,22,49
2,2,0,1,64,,,,,,,,,5,1,2,1,3,1,2,2,,,,,5,3,10,,,,,,,4,10,,,43,,,4,2,,,12,1,,,,31,2,1,10,20,7,31,6,1,53,,,,,,1,1,1,3,0,1,0,31,0,10,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,10,0,10,10,16,12,5,7,12,11,3,1,0,1,2,1,1,0,0,8,13,14,13,0,0,0,0,0,3,3,2,28,2,6,3,3,36,72,22,49,64,108,132,117
1,4,1,3,42,,,,,,,,,3,,3,1,5,,,4,,,,,5,1,3,3,,,,,,,4,4,,40,,,5,,,3,2,2,,,,17,3,3,14,3,14,46,,1,23,,,,,,1,1,1,2,0,1,5,10,0,5,0,0,0,1,0,0,0,1,1,0,0,0,1,3,0,1,5,15,0,5,7,13,7,13,5,9,4,8,1,0,2,0,0,2,0,1,4,6,3,11,0,1,0,0,1,1,1,0,14,3,4,2,3,51,174,58,99,68,64,54,92
